contrato_id,eap_id,fornecedor_id,fornecedor_nome,tipo_servico,categoria_contratacao,eap_padrao,valor_contratado,dt_assinatura,dt_vigencia_fim,vigencia_meses,num_aditivos,aditivos_valor_total,teve_rescisao,motivo_rescisao,dt_rescisao,num_penalidades,teve_atraso,dias_atraso_total,nota_fornecedor,porte_fornecedor
CT-2023-00337,EAP-2023-00431,FORN-0285,Leste Construções ME,Engenharia - Manutenção,Contratação Direta,Contratação Direta por Limite de Valor,246397.09,2023-06-14,2024-06-08,12,1,-8265.46,False,,,0,True,31,8.0,Médio
CT-2022-00338,EAP-2022-00433,FORN-0202,Pro Limpeza S.A.,Logística - Transporte,Licitação,Contratação de Serviços,1504980.34,2022-10-18,2024-10-07,24,0,0.0,False,,,1,True,34,9.2,Grande
CT-2025-00339,EAP-2025-00434,FORN-0212,Mega Administração ME,TI - Infraestrutura,Licitação,Contratação de Serviços,606676.23,2025-07-10,2027-06-30,24,0,0.0,False,,,1,True,66,8.3,EPP
CT-2023-00340,EAP-2023-00435,FORN-0254,Leste Sistemas EPP,TI - Infraestrutura,Inexigibilidade,Inexigibilidade,3008504.41,2023-02-27,2024-02-22,12,0,0.0,True,Qualidade abaixo do especificado,2023-05-23,0,False,0,6.9,ME
CT-2023-00341,EAP-2023-00437,FORN-0017,Nacional Digital EPP,Segurança Patrimonial,Licitação,ARP Engenharia,73513.52,2023-05-03,2024-04-27,12,0,0.0,False,,,0,False,0,9.6,Grande
CT-2025-00342,EAP-2025-00438,FORN-0052,Nacional Soluções EPP,Marketing e Comunicação,Licitação,ARP Bens,14839.99,2025-07-22,2026-07-17,12,0,0.0,False,,,0,True,5,9.1,Médio
CT-2023-00343,EAP-2022-00439,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Licitação,Contratação de Serviços,11745.57,2023-03-05,2025-02-22,24,0,0.0,False,,,0,False,0,6.9,EPP
CT-2022-00344,EAP-2022-00441,FORN-0018,Top Gestão EPP,TI - Licenciamento,Licitação,ARP Engenharia,461649.69,2022-05-30,2023-05-25,12,0,0.0,False,,,0,False,0,7.8,Médio
CT-2025-00345,EAP-2025-00442,FORN-0186,Brasil Digital ME,Consultoria - Gestão,Licitação,ARP Engenharia,49129.4,2025-07-17,2026-07-12,12,0,0.0,False,,,0,False,0,8.3,Médio
CT-2024-00346,EAP-2024-00443,FORN-0212,Mega Administração ME,TI - Infraestrutura,Contratação Direta,Contratação Direta por Limite de Valor,934868.83,2024-03-25,2026-03-15,24,0,0.0,False,,,0,False,0,8.3,EPP
CT-2025-00347,EAP-2025-00444,FORN-0223,Omega Limpeza Ltda,Engenharia - Manutenção,Contratação Direta,Contratação Direta Exceto Limite de Valor,226944.3,2025-02-07,2026-08-01,18,0,0.0,False,,,0,False,0,9.6,Médio
CT-2025-00348,EAP-2024-00445,FORN-0064,Alpha Logística Eireli,TI - Infraestrutura,Licitação,Contratação de Serviços,69077.71,2025-02-18,2026-02-13,12,0,0.0,False,,,0,True,76,5.7,Grande
CT-2023-00349,EAP-2022-00446,FORN-0240,Smart Transporte EPP,Logística - Transporte,Licitação,Contratação de Serviços,57553.36,2023-01-15,2023-07-14,6,0,0.0,False,,,1,False,0,5.5,Grande
CT-2022-00350,EAP-2022-00447,FORN-0013,Prime Infraestrutura Ltda,Logística - Transporte,Licitação,ARP Bens,83870.65,2022-11-28,2023-11-23,12,2,-11571.88,False,,,0,False,0,8.7,EPP
CT-2022-00351,EAP-2022-00448,FORN-0047,Super Construções S.A.,Consultoria - Jurídica,Licitação,Contratação de Serviços,27952.25,2022-09-02,2023-08-28,12,0,0.0,False,,,0,False,0,6.3,Grande
CT-2026-00352,EAP-2025-00449,FORN-0266,Omega Tecnologia Ltda,Consultoria - Gestão,Licitação,ARP Engenharia,199863.63,2026-02-11,2027-02-06,12,3,60353.47,False,,,0,False,0,8.9,Grande
CT-2024-00353,EAP-2024-00450,FORN-0157,Sigma Facilities EPP,TI - Infraestrutura,Licitação,ARP Bens,155274.75,2024-12-18,2025-12-13,12,0,0.0,False,,,0,False,0,8.2,EPP
CT-2022-00354,EAP-2022-00451,FORN-0029,Delta Gestão S.A.,Facilities - Limpeza,Licitação,ARP Bens,603675.27,2022-10-05,2023-09-30,12,0,0.0,False,,,0,False,0,7.6,EPP
CT-2023-00355,EAP-2023-00452,FORN-0087,Master Sistemas S.A.,Facilities - Recepção,Contratação Direta,Contratação Direta Exceto Limite de Valor,12017.98,2023-05-01,2024-04-25,12,1,0.0,False,,,0,False,0,9.8,EPP
CT-2025-00356,EAP-2025-00454,FORN-0014,Max Limpeza S.A.,Material de Escritório,Licitação,ARP Bens,84983.24,2025-12-31,2026-06-29,6,2,0.0,False,,,1,False,0,9.5,Médio
CT-2025-00357,EAP-2025-00455,FORN-0209,Tech Limpeza ME,Engenharia - Obras,Contratação Direta,Contratação Direta por Limite de Valor,698256.82,2025-12-18,2026-12-13,12,0,0.0,False,,,0,False,0,6.1,ME
CT-2024-00358,EAP-2023-00456,FORN-0252,Delta Construções Ltda,Engenharia - Manutenção,Licitação,Contratação de Serviços,4613533.76,2024-01-19,2025-07-12,18,1,0.0,False,,,0,False,0,8.9,EPP
CT-2022-00359,EAP-2022-00457,FORN-0120,Max Serviços Ltda,TI - Infraestrutura,Licitação,Contratação de Serviços,1413511.49,2022-11-19,2023-05-18,6,0,0.0,False,,,0,False,0,9.8,Médio
CT-2024-00360,EAP-2024-00459,FORN-0064,Alpha Logística Eireli,Treinamento e Capacitação,Licitação,ARP Bens,121882.6,2024-05-04,2024-10-31,6,1,0.0,False,,,1,False,0,5.7,Grande
CT-2022-00361,EAP-2022-00461,FORN-0015,Fast Limpeza Eireli,Segurança Patrimonial,Licitação,ARP Engenharia,307621.92,2022-08-27,2023-08-22,12,2,0.0,False,,,1,False,0,5.4,ME
CT-2025-00362,EAP-2024-00462,FORN-0099,Fast Engenharia ME,TI - Infraestrutura,Contratação Direta,Contratação Direta por Limite de Valor,120396.92,2025-01-19,2027-01-09,24,0,0.0,False,,,1,False,0,6.8,Médio
CT-2026-00363,EAP-2025-00463,FORN-0028,Smart Digital ME,TI - Desenvolvimento,Licitação,Contratação de Serviços,53758.41,2026-02-09,2026-08-08,6,1,0.0,True,Descumprimento de cláusula contratual,2026-04-14,1,False,0,7.3,ME
CT-2026-00364,EAP-2025-00464,FORN-0167,Oeste Limpeza Eireli,Logística - Armazenagem,Licitação,Contratação de Serviços,586403.12,2026-03-12,2027-03-07,12,1,141593.94,False,,,0,False,0,8.9,ME
CT-2025-00365,EAP-2025-00466,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta Exceto Limite de Valor,98260.2,2025-09-11,2027-09-01,24,2,10509.89,False,,,0,False,0,6.9,EPP
CT-2025-00366,EAP-2025-00467,FORN-0085,Global Administração EPP,Logística - Transporte,Inexigibilidade,Inexigibilidade,120753.99,2025-09-15,2026-09-10,12,0,0.0,False,,,0,False,0,6.1,Médio
CT-2025-00367,EAP-2025-00468,FORN-0006,Smart Segurança S.A.,Logística - Transporte,Licitação,ARP Bens,574506.42,2025-04-24,2026-04-19,12,1,0.0,False,,,1,True,25,8.1,ME
CT-2022-00368,EAP-2022-00469,FORN-0273,Oeste Manutenção Eireli,TI - Infraestrutura,Licitação,ARP Bens,136811.66,2022-12-27,2023-06-25,6,3,11730.26,True,Interesse público superveniente,2023-04-26,0,True,31,7.0,Médio
CT-2023-00369,EAP-2023-00470,FORN-0218,Top Sistemas EPP,Engenharia - Obras,Licitação,ARP Engenharia,2062998.57,2023-05-03,2025-04-22,24,0,0.0,True,Falência/recuperação judicial do fornecedor,2023-12-11,1,True,63,8.0,EPP
CT-2025-00370,EAP-2024-00473,FORN-0033,Leste Sistemas Eireli,Logística - Transporte,Licitação,Contratação de Serviços,139938.51,2025-03-17,2026-03-12,12,0,0.0,False,,,0,False,0,9.5,ME
CT-2025-00371,EAP-2025-00474,FORN-0149,Tech Infraestrutura Eireli,Logística - Armazenagem,Licitação,Contratação de Serviços,28370.38,2025-04-07,2027-03-28,24,0,0.0,False,,,0,False,0,8.1,ME
CT-2022-00372,EAP-2022-00475,FORN-0127,Ultra Administração EPP,Engenharia - Obras,Contratação Direta,Contratação Direta por Limite de Valor,112047.63,2022-02-05,2023-01-31,12,0,0.0,False,,,1,False,0,5.5,EPP
CT-2022-00373,EAP-2022-00476,FORN-0250,Sol Engenharia EPP,TI - Infraestrutura,Licitação,ARP Engenharia,976304.7,2022-07-30,2023-07-25,12,1,0.0,False,,,1,False,0,6.4,Médio
CT-2024-00374,EAP-2024-00479,FORN-0168,Mega Digital Eireli,TI - Infraestrutura,Licitação,Contratação de Serviços,769580.84,2024-11-17,2026-11-07,24,0,0.0,False,,,0,False,0,7.6,Grande
CT-2022-00375,EAP-2022-00480,FORN-0020,Tech Administração Eireli,Facilities - Recepção,Contratação Direta,Contratação Direta por Limite de Valor,81210.75,2022-09-12,2024-09-01,24,0,0.0,False,,,0,False,0,7.1,ME
CT-2023-00376,EAP-2023-00481,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta por Limite de Valor,35607.35,2023-02-25,2025-02-14,24,1,0.0,False,,,0,False,0,6.9,EPP
CT-2023-00377,EAP-2022-00482,FORN-0137,Smart Administração EPP,TI - Infraestrutura,Licitação,Contratação de Serviços,3150477.52,2023-02-25,2024-02-20,12,1,-424148.23,False,,,0,False,0,7.0,Grande
CT-2026-00378,EAP-2025-00483,FORN-0205,Omega Serviços Eireli,Facilities - Limpeza,Licitação,Contratação de Serviços,26318.57,2026-01-17,2028-01-07,24,0,0.0,False,,,0,False,0,7.0,ME
CT-2024-00379,EAP-2024-00484,FORN-0065,Prime Telecomunicações Eireli,Logística - Transporte,Contratação Direta,Contratação Direta por Limite de Valor,250174.72,2024-04-02,2026-03-23,24,2,0.0,False,,,0,True,88,8.4,EPP
CT-2022-00380,EAP-2022-00486,FORN-0065,Prime Telecomunicações Eireli,TI - Desenvolvimento,Contratação Direta,Contratação Direta por Limite de Valor,558371.34,2022-07-13,2024-07-02,24,2,-21286.12,False,,,0,False,0,8.4,EPP
CT-2023-00381,EAP-2023-00489,FORN-0160,Max Serviços Eireli,Facilities - Limpeza,Licitação,ARP Bens,407156.75,2023-03-30,2024-03-24,12,1,-12975.13,False,,,0,False,0,6.5,Grande
CT-2025-00382,EAP-2024-00490,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Licitação,ARP Bens,30645.64,2025-03-07,2026-03-02,12,2,-4726.05,False,,,0,True,7,6.9,EPP
CT-2022-00383,EAP-2022-00491,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta por Limite de Valor,98417.94,2022-06-07,2024-05-27,24,3,0.0,False,,,0,False,0,6.9,EPP
CT-2026-00384,EAP-2025-00492,FORN-0008,Norte Logística EPP,Material de Escritório,Licitação,ARP Bens,484012.28,2026-03-11,2027-03-06,12,0,0.0,False,,,0,False,0,5.7,Médio
CT-2023-00385,EAP-2023-00493,FORN-0003,Sul Serviços ME,Consultoria - Jurídica,Inexigibilidade,Inexigibilidade,128861.18,2023-04-07,2024-04-01,12,0,0.0,False,,,0,False,0,7.5,Médio
CT-2022-00386,EAP-2022-00495,FORN-0067,Alpha Manutenção ME,TI - Desenvolvimento,Licitação,Contratação de Serviços,259794.02,2022-05-03,2023-04-28,12,0,0.0,False,,,0,False,0,5.3,Grande
CT-2025-00387,EAP-2025-00496,FORN-0082,Smart Segurança Ltda,Engenharia - Manutenção,Licitação,Contratação de Serviços,802366.06,2025-07-15,2027-01-06,18,0,0.0,False,,,0,False,0,7.8,ME
CT-2023-00388,EAP-2023-00498,FORN-0222,Prime Telecomunicações EPP,Engenharia - Obras,Licitação,Contratação de Serviços,461940.07,2023-05-20,2024-05-14,12,0,0.0,False,,,0,False,0,5.8,Grande
CT-2023-00389,EAP-2023-00499,FORN-0006,Smart Segurança S.A.,TI - Licenciamento,Licitação,Contratação de Serviços,406653.56,2023-04-22,2024-04-16,12,0,0.0,False,,,0,False,0,8.1,ME
CT-2025-00390,EAP-2025-00500,FORN-0287,Central Segurança Eireli,Marketing e Comunicação,Inexigibilidade,Inexigibilidade,4432.48,2025-03-06,2026-03-01,12,0,0.0,False,,,0,False,0,5.4,EPP
CT-2025-00391,EAP-2025-00501,FORN-0035,Net Segurança Eireli,TI - Desenvolvimento,Licitação,ARP Engenharia,100688.77,2025-10-19,2027-10-09,24,0,0.0,False,,,0,False,0,6.1,ME
CT-2022-00392,EAP-2022-00502,FORN-0149,Tech Infraestrutura Eireli,Consultoria - Gestão,Licitação,ARP Bens,182372.05,2022-06-13,2023-06-08,12,1,0.0,False,,,1,False,0,8.1,ME
CT-2024-00393,EAP-2024-00503,FORN-0209,Tech Limpeza ME,Engenharia - Obras,Licitação,ARP Engenharia,1384760.83,2024-07-10,2026-01-01,18,2,-61062.73,False,,,3,False,0,6.1,ME
CT-2024-00394,EAP-2024-00505,FORN-0127,Ultra Administração EPP,Engenharia - Obras,Contratação Direta,Contratação Direta por Limite de Valor,41993.09,2024-12-20,2025-12-15,12,0,0.0,True,Atraso reiterado na entrega,2025-06-15,2,False,0,5.5,EPP
CT-2025-00395,EAP-2025-00506,FORN-0061,Oeste Transporte S.A.,Facilities - Recepção,Licitação,ARP Engenharia,238850.06,2025-06-21,2027-06-11,24,1,55922.12,False,,,2,False,0,9.5,Grande
CT-2022-00396,EAP-2022-00508,FORN-0219,Norte Limpeza S.A.,Facilities - Limpeza,Licitação,ARP Engenharia,62159.81,2022-05-14,2024-05-03,24,0,0.0,False,,,0,False,0,8.6,ME
CT-2023-00397,EAP-2023-00509,FORN-0120,Max Serviços Ltda,TI - Infraestrutura,Licitação,ARP Bens,709511.94,2023-09-04,2024-03-02,6,2,-79050.64,False,,,0,False,0,9.8,Médio
CT-2023-00398,EAP-2023-00510,FORN-0272,Norte Facilities Ltda,TI - Infraestrutura,Licitação,ARP Bens,538097.31,2023-12-03,2024-05-31,6,0,0.0,False,,,0,False,0,9.1,ME
CT-2026-00399,EAP-2025-00511,FORN-0283,Max Manutenção ME,Facilities - Limpeza,Licitação,ARP Bens,4602.0,2026-01-19,2027-01-14,12,0,0.0,False,,,0,True,66,8.7,Grande
CT-2023-00400,EAP-2023-00512,FORN-0254,Leste Sistemas EPP,TI - Infraestrutura,Licitação,Contratação de Serviços,1185843.22,2023-10-27,2024-04-24,6,0,0.0,False,,,0,False,0,6.9,ME
CT-2022-00401,EAP-2022-00513,FORN-0231,Prime Tecnologia Eireli,Consultoria - Gestão,Licitação,Contratação de Serviços,37998.23,2022-10-03,2023-09-28,12,0,0.0,False,,,1,False,0,6.6,Grande
CT-2023-00402,EAP-2023-00514,FORN-0091,Tech Transporte Eireli,Logística - Armazenagem,Licitação,ARP Bens,269868.84,2023-04-08,2023-10-05,6,0,0.0,False,,,0,False,0,6.7,ME
CT-2023-00403,EAP-2022-00515,FORN-0003,Sul Serviços ME,TI - Licenciamento,Licitação,Contratação de Serviços,1642225.06,2023-03-09,2023-09-05,6,0,0.0,False,,,0,False,0,7.5,Médio
CT-2022-00404,EAP-2022-00516,FORN-0002,Net Transporte ME,Logística - Transporte,Licitação,ARP Bens,108528.43,2022-04-20,2024-04-09,24,0,0.0,False,,,0,True,38,8.0,Médio
CT-2025-00405,EAP-2025-00517,FORN-0005,Sul Construções ME,Facilities - Vigilância,Contratação Direta,Contratação Direta por Limite de Valor,4839.88,2025-09-04,2027-08-25,24,1,0.0,False,,,0,False,0,5.8,ME
CT-2023-00406,EAP-2023-00519,FORN-0007,Fast Transporte Eireli,Segurança Patrimonial,Licitação,ARP Engenharia,186206.7,2023-07-27,2026-07-11,36,1,0.0,False,,,0,False,0,8.7,EPP
CT-2025-00407,EAP-2025-00520,FORN-0045,Brasil Engenharia ME,Engenharia - Manutenção,Inexigibilidade,Inexigibilidade,516201.56,2025-02-15,2026-08-09,18,1,0.0,True,Falência/recuperação judicial do fornecedor,2026-04-10,0,False,0,10.0,Médio
CT-2023-00408,EAP-2023-00521,FORN-0213,Global Administração ME,TI - Infraestrutura,Inexigibilidade,Inexigibilidade,497104.01,2023-09-24,2024-09-18,12,2,0.0,True,Descumprimento de cláusula contratual,2024-01-07,2,False,0,8.7,Médio
CT-2023-00409,EAP-2023-00522,FORN-0043,Ultra Manutenção Eireli,Consultoria - Jurídica,Licitação,ARP Engenharia,34630.3,2023-08-23,2024-08-17,12,0,0.0,False,,,0,True,48,6.9,EPP
CT-2022-00410,EAP-2022-00523,FORN-0005,Sul Construções ME,Facilities - Vigilância,Licitação,Contratação de Serviços,169175.92,2022-11-06,2024-10-26,24,0,0.0,True,Falência/recuperação judicial do fornecedor,2023-04-30,0,True,24,5.8,ME
CT-2024-00411,EAP-2024-00524,FORN-0280,Beta Telecomunicações Ltda,TI - Desenvolvimento,Licitação,ARP Bens,175205.16,2024-04-05,2026-03-26,24,1,0.0,False,,,0,False,0,8.0,Médio
CT-2025-00412,EAP-2024-00525,FORN-0015,Fast Limpeza Eireli,Facilities - Vigilância,Licitação,Contratação de Serviços,88908.35,2025-04-09,2027-03-30,24,3,0.0,False,,,0,False,0,5.4,ME
CT-2026-00413,EAP-2025-00526,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Licitação,ARP Bens,44858.14,2026-01-29,2028-01-19,24,0,0.0,False,,,0,True,53,6.9,EPP
CT-2025-00414,EAP-2025-00527,FORN-0040,Beta Segurança Eireli,TI - Infraestrutura,Contratação Direta,Contratação Direta Exceto Limite de Valor,169233.32,2025-10-12,2027-10-02,24,2,0.0,True,Inadimplência do fornecedor,2026-07-27,0,True,59,6.0,EPP
CT-2025-00415,EAP-2025-00528,FORN-0190,Super Limpeza EPP,Engenharia - Manutenção,Contratação Direta,Contratação Direta por Limite de Valor,634203.42,2025-09-29,2026-09-24,12,1,118327.87,False,,,0,False,0,7.1,Grande
CT-2023-00416,EAP-2023-00529,FORN-0003,Sul Serviços ME,TI - Licenciamento,Licitação,ARP Bens,537550.49,2023-10-12,2024-04-09,6,0,0.0,False,,,0,False,0,7.5,Médio
CT-2024-00417,EAP-2024-00530,FORN-0171,Prime Tecnologia EPP,TI - Infraestrutura,Contratação Direta,Contratação Direta Exceto Limite de Valor,107452.89,2024-11-13,2025-05-12,6,0,0.0,False,,,0,False,0,7.2,Grande
CT-2024-00418,EAP-2024-00531,FORN-0003,Sul Serviços ME,TI - Licenciamento,Licitação,ARP Bens,277030.31,2024-05-02,2026-04-22,24,1,-40644.14,False,,,0,False,0,7.5,Médio
CT-2025-00419,EAP-2025-00532,FORN-0241,Central Tecnologia ME,Engenharia - Manutenção,Licitação,Contratação de Serviços,77738.19,2025-04-23,2025-10-20,6,1,4779.72,False,,,1,False,0,7.6,EPP
CT-2025-00420,EAP-2025-00533,FORN-0028,Smart Digital ME,Facilities - Recepção,Contratação Direta,Contratação Direta por Limite de Valor,70321.08,2025-12-13,2026-12-08,12,0,0.0,False,,,0,True,64,7.3,ME
CT-2024-00421,EAP-2024-00534,FORN-0031,Norte Logística Eireli,Engenharia - Manutenção,Licitação,ARP Bens,2044727.75,2024-10-16,2026-10-06,24,0,0.0,False,,,2,False,0,7.9,Grande
CT-2022-00422,EAP-2022-00535,FORN-0216,Premium Digital EPP,Logística - Transporte,Contratação Direta,Contratação Direta por Limite de Valor,200353.4,2022-11-17,2024-11-06,24,0,0.0,True,Descumprimento de cláusula contratual,2023-08-13,0,False,0,6.2,EPP
CT-2025-00423,EAP-2025-00536,FORN-0003,Sul Serviços ME,TI - Licenciamento,Contratação Direta,Contratação Direta Exceto Limite de Valor,45438.18,2025-12-22,2026-06-20,6,0,0.0,False,,,0,False,0,7.5,Médio
CT-2022-00424,EAP-2022-00537,FORN-0275,Max Engenharia ME,TI - Desenvolvimento,Inexigibilidade,Inexigibilidade,256835.47,2022-05-14,2022-11-10,6,0,0.0,False,,,1,True,31,9.3,EPP
CT-2023-00425,EAP-2022-00539,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Licitação,ARP Engenharia,546118.7,2023-02-12,2025-02-01,24,0,0.0,True,Inadimplência do fornecedor,2024-08-07,0,False,0,6.9,EPP
CT-2024-00426,EAP-2024-00540,FORN-0256,Fast Manutenção EPP,TI - Desenvolvimento,Licitação,Contratação de Serviços,418288.15,2024-11-17,2026-11-07,24,0,0.0,False,,,0,False,0,7.5,EPP
CT-2026-00427,EAP-2025-00542,FORN-0133,Sol Limpeza EPP,Facilities - Recepção,Licitação,Contratação de Serviços,244625.26,2026-01-22,2027-01-17,12,0,0.0,False,,,0,False,0,10.0,Grande
CT-2023-00428,EAP-2023-00543,FORN-0034,Master Sistemas EPP,TI - Infraestrutura,Licitação,ARP Bens,92575.43,2023-08-05,2024-02-01,6,0,0.0,False,,,0,False,0,6.4,ME
CT-2023-00429,EAP-2023-00544,FORN-0287,Central Segurança Eireli,TI - Desenvolvimento,Licitação,ARP Bens,328746.72,2023-06-24,2024-06-18,12,0,0.0,False,,,0,False,0,5.4,EPP
CT-2024-00430,EAP-2024-00546,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Inexigibilidade,Inexigibilidade,34098.77,2024-02-27,2026-02-16,24,0,0.0,True,Descumprimento de cláusula contratual,2025-08-29,0,False,0,6.9,EPP
CT-2024-00431,EAP-2024-00547,FORN-0015,Fast Limpeza Eireli,Logística - Transporte,Licitação,Contratação de Serviços,85602.43,2024-04-08,2026-03-29,24,2,0.0,False,,,0,True,58,5.4,ME
CT-2022-00432,EAP-2022-00548,FORN-0240,Smart Transporte EPP,Logística - Transporte,Licitação,ARP Engenharia,227821.33,2022-06-26,2023-06-21,12,0,0.0,False,,,2,True,69,5.5,Grande
CT-2023-00433,EAP-2023-00549,FORN-0018,Top Gestão EPP,TI - Licenciamento,Contratação Direta,Contratação Direta por Limite de Valor,9487628.01,2023-09-11,2025-08-31,24,0,0.0,False,,,0,False,0,7.8,Médio
CT-2024-00434,EAP-2023-00550,FORN-0173,Tech Logística Eireli,Engenharia - Manutenção,Licitação,ARP Engenharia,474349.84,2024-03-30,2026-03-20,24,3,-51393.85,True,Descumprimento de cláusula contratual,2025-04-16,1,False,0,7.0,EPP
CT-2025-00435,EAP-2024-00552,FORN-0003,Sul Serviços ME,TI - Licenciamento,Licitação,ARP Bens,261403.56,2025-03-04,2025-08-31,6,0,0.0,False,,,0,False,0,7.5,Médio
CT-2022-00436,EAP-2022-00553,FORN-0112,Leste Soluções Ltda,Marketing e Comunicação,Licitação,Contratação de Serviços,64670.5,2022-07-01,2024-06-20,24,0,0.0,False,,,0,False,0,10.0,EPP
CT-2024-00437,EAP-2024-00555,FORN-0022,Smart Gestão Ltda,Seguros,Contratação Direta,Contratação Direta por Limite de Valor,17618.51,2024-11-29,2026-11-19,24,0,0.0,False,,,0,False,0,7.5,EPP
CT-2022-00438,EAP-2022-00558,FORN-0045,Brasil Engenharia ME,Facilities - Limpeza,Licitação,Contratação de Serviços,660305.42,2022-05-30,2024-05-19,24,0,0.0,False,,,0,False,0,10.0,Médio
CT-2024-00439,EAP-2023-00559,FORN-0013,Prime Infraestrutura Ltda,Logística - Transporte,Licitação,ARP Engenharia,55133.65,2024-01-18,2025-01-12,12,3,12671.0,False,,,0,False,0,8.7,EPP
CT-2023-00440,EAP-2023-00560,FORN-0227,Tech Soluções Ltda,Facilities - Limpeza,Licitação,ARP Engenharia,155039.65,2023-10-08,2025-09-27,24,0,0.0,False,,,0,False,0,5.8,ME
CT-2025-00441,EAP-2025-00561,FORN-0056,Elite Consultoria ME,Marketing e Comunicação,Licitação,Contratação de Serviços,303079.32,2025-06-02,2027-05-23,24,0,0.0,False,,,0,False,0,8.2,ME
CT-2022-00442,EAP-2022-00562,FORN-0215,Oeste Transporte ME,Logística - Armazenagem,Licitação,ARP Bens,519666.32,2022-12-02,2024-11-21,24,4,146876.61,False,,,0,False,0,5.3,Grande
CT-2022-00443,EAP-2022-00566,FORN-0103,Omega Engenharia EPP,Engenharia - Manutenção,Licitação,Contratação de Serviços,812857.54,2022-11-28,2024-05-21,18,0,0.0,False,,,0,False,0,7.5,Médio
CT-2025-00444,EAP-2025-00567,FORN-0047,Super Construções S.A.,Facilities - Recepção,Licitação,ARP Bens,103390.53,2025-08-01,2027-07-22,24,0,0.0,False,,,0,True,5,6.3,Grande
CT-2023-00445,EAP-2022-00568,FORN-0213,Global Administração ME,TI - Infraestrutura,Licitação,Contratação de Serviços,1223152.98,2023-01-18,2025-01-07,24,0,0.0,False,,,0,True,30,8.7,Médio
CT-2024-00446,EAP-2024-00569,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta por Limite de Valor,109389.31,2024-02-10,2025-02-04,12,0,0.0,False,,,2,False,0,6.9,EPP
CT-2026-00447,EAP-2025-00570,FORN-0048,Max Administração Ltda,Marketing e Comunicação,Licitação,Contratação de Serviços,456481.34,2026-01-24,2027-01-19,12,0,0.0,True,Atraso reiterado na entrega,2026-04-28,1,False,0,10.0,ME
CT-2026-00448,EAP-2025-00571,FORN-0283,Max Manutenção ME,Facilities - Recepção,Licitação,ARP Bens,374296.47,2026-03-14,2028-03-03,24,0,0.0,False,,,0,False,0,8.7,Grande
CT-2024-00449,EAP-2024-00572,FORN-0157,Sigma Facilities EPP,TI - Infraestrutura,Licitação,ARP Bens,267755.44,2024-08-04,2025-07-30,12,1,-13533.81,False,,,0,False,0,8.2,EPP
CT-2022-00450,EAP-2022-00574,FORN-0102,Top Sistemas Eireli,Logística - Transporte,Licitação,ARP Engenharia,129541.71,2022-05-23,2023-05-18,12,0,0.0,True,Descumprimento de cláusula contratual,2023-01-03,0,False,0,6.8,ME
CT-2025-00451,EAP-2024-00576,FORN-0013,Prime Infraestrutura Ltda,Engenharia - Manutenção,Licitação,Contratação de Serviços,554481.42,2025-01-30,2025-07-29,6,0,0.0,False,,,0,False,0,8.7,EPP
CT-2022-00452,EAP-2022-00577,FORN-0018,Top Gestão EPP,TI - Licenciamento,Licitação,ARP Bens,2978190.44,2022-11-24,2023-05-23,6,0,0.0,False,,,3,False,0,7.8,Médio
CT-2023-00453,EAP-2023-00578,FORN-0260,Global Segurança S.A.,TI - Infraestrutura,Contratação Direta,Contratação Direta por Limite de Valor,296883.02,2023-04-15,2023-10-12,6,2,-85482.34,False,,,1,False,0,10.0,Médio
CT-2023-00454,EAP-2023-00579,FORN-0013,Prime Infraestrutura Ltda,Engenharia - Manutenção,Contratação Direta,Contratação Direta por Limite de Valor,334329.11,2023-04-03,2024-09-24,18,0,0.0,False,,,0,True,87,8.7,EPP
CT-2023-00455,EAP-2023-00580,FORN-0260,Global Segurança S.A.,Logística - Transporte,Contratação Direta,Contratação Direta Exceto Limite de Valor,101231.99,2023-10-30,2024-10-24,12,1,0.0,False,,,0,False,0,10.0,Médio
CT-2024-00456,EAP-2023-00581,FORN-0242,Premium Infraestrutura Eireli,Consultoria - Gestão,Contratação Direta,Contratação Direta por Limite de Valor,109864.25,2024-01-28,2026-01-17,24,0,0.0,False,,,0,False,0,7.4,ME
CT-2025-00457,EAP-2025-00582,FORN-0272,Norte Facilities Ltda,TI - Infraestrutura,Contratação Direta,Contratação Direta Exceto Limite de Valor,224203.15,2025-03-17,2025-09-13,6,2,-19970.81,False,,,0,False,0,9.1,ME
CT-2022-00458,EAP-2022-00584,FORN-0225,Max Limpeza ME,Facilities - Limpeza,Licitação,Contratação de Serviços,116271.05,2022-09-12,2025-08-27,36,0,0.0,True,Inadimplência do fornecedor,2024-01-13,0,False,0,7.1,Grande
