eap_id,eap_padrao,etapa_seq,etapa_nome,dt_inicio,dt_fim,duracao_dias,status_etapa,responsavel
EAP-2023-00659,Contratação de Serviços,6,Sessão de Disputa,2023-04-17,2023-04-18,1.0,Concluída,Pregoeiro
EAP-2023-00659,Contratação de Serviços,7,Habilitação,2023-04-18,2023-04-24,6.0,Concluída,Pregoeiro
EAP-2023-00659,Contratação de Serviços,8,Declaração de Vencedor,2023-04-24,2023-04-27,3.0,Concluída,Pregoeiro
EAP-2023-00659,Contratação de Serviços,9,Convocação para Assinatura,2023-04-27,2023-05-07,10.0,Concluída,Gestor do Contrato
EAP-2023-00659,Contratação de Serviços,10,Assinatura do Contrato,2023-05-07,2023-05-11,4.0,Concluída,Ordenador
EAP-2023-00660,Contratação Direta Exceto Limite de Valor,1,Análise de Conformidade,2023-05-25,2023-06-05,11.0,Concluída,Equipe Técnica
EAP-2023-00660,Contratação Direta Exceto Limite de Valor,2,Complementação de Informações,2023-06-05,2023-06-14,9.0,Concluída,Equipe Técnica
EAP-2023-00660,Contratação Direta Exceto Limite de Valor,3,Verificação de Documentação,2023-06-14,2023-06-24,10.0,Concluída,Equipe Técnica
EAP-2023-00660,Contratação Direta Exceto Limite de Valor,4,Ratificação/Aprovação,2023-06-24,2023-06-28,4.0,Concluída,Ordenador
EAP-2023-00660,Contratação Direta Exceto Limite de Valor,5,Convocação para Assinatura,2023-06-28,2023-07-03,5.0,Concluída,Gestor do Contrato
EAP-2023-00660,Contratação Direta Exceto Limite de Valor,6,Assinatura do Contrato,2023-07-03,2023-07-07,4.0,Concluída,Ordenador
EAP-2023-00661,ARP Bens,1,Análise da Demanda,2023-09-11,2023-09-20,9.0,Concluída,Equipe Técnica
EAP-2023-00661,ARP Bens,2,Complementação de Informações,2023-09-20,2023-10-02,12.0,Concluída,Equipe Técnica
EAP-2023-00661,ARP Bens,3,Elaboração do Edital,2023-10-02,2023-10-16,14.0,Concluída,Equipe Técnica
EAP-2023-00661,ARP Bens,4,Publicação do Edital,2023-10-16,2023-10-18,2.0,Concluída,Pregoeiro
EAP-2023-00661,ARP Bens,5,Prazo de Elaboração das Propostas,2023-10-18,2023-11-02,15.0,Concluída,Externo
EAP-2023-00661,ARP Bens,6,Sessão de Disputa,2023-11-02,2023-11-03,1.0,Concluída,Pregoeiro
EAP-2023-00661,ARP Bens,7,Habilitação,2023-11-03,2023-11-11,8.0,Concluída,Pregoeiro
EAP-2023-00661,ARP Bens,8,Declaração de Vencedor,2023-11-11,2023-11-12,1.0,Concluída,Pregoeiro
EAP-2023-00661,ARP Bens,9,Convocação para Assinatura,2023-11-12,2023-11-18,6.0,Concluída,Gestor do Contrato
EAP-2023-00661,ARP Bens,10,Assinatura do Contrato,2023-11-18,2023-11-22,4.0,Concluída,Ordenador
EAP-2022-00662,ARP Bens,1,Análise da Demanda,2022-10-13,2022-10-24,11.0,Concluída,Equipe Técnica
EAP-2022-00662,ARP Bens,2,Complementação de Informações,2022-10-24,2022-11-04,11.0,Concluída,Equipe Técnica
EAP-2022-00662,ARP Bens,3,Elaboração do Edital,2022-11-04,2022-11-17,13.0,Concluída,Equipe Técnica
EAP-2022-00662,ARP Bens,4,Publicação do Edital,2022-11-17,2022-11-19,2.0,Concluída,Pregoeiro
EAP-2022-00662,ARP Bens,5,Prazo de Elaboração das Propostas,2022-11-19,2022-11-30,11.0,Concluída,Externo
EAP-2022-00662,ARP Bens,6,Sessão de Disputa,2022-11-30,2022-12-01,1.0,Concluída,Pregoeiro
EAP-2022-00662,ARP Bens,7,Habilitação,2022-12-01,2022-12-06,5.0,Concluída,Pregoeiro
EAP-2022-00662,ARP Bens,8,Declaração de Vencedor,2022-12-06,2022-12-09,3.0,Concluída,Pregoeiro
EAP-2022-00662,ARP Bens,9,Convocação para Assinatura,2022-12-09,2022-12-14,5.0,Concluída,Gestor do Contrato
EAP-2022-00662,ARP Bens,10,Assinatura do Contrato,2022-12-14,2022-12-17,3.0,Concluída,Ordenador
EAP-2023-00663,ARP Bens,1,Análise da Demanda,2023-09-01,2023-09-11,10.0,Concluída,Equipe Técnica
EAP-2023-00663,ARP Bens,2,Complementação de Informações,2023-09-11,2023-09-17,6.0,Concluída,Equipe Técnica
EAP-2023-00663,ARP Bens,3,Elaboração do Edital,2023-09-17,2023-10-01,14.0,Concluída,Equipe Técnica
EAP-2023-00663,ARP Bens,4,Publicação do Edital,2023-10-01,2023-10-03,2.0,Concluída,Pregoeiro
EAP-2023-00663,ARP Bens,5,Prazo de Elaboração das Propostas,2023-10-03,2023-10-09,6.0,Concluída,Externo
EAP-2023-00663,ARP Bens,6,Sessão de Disputa,2023-10-09,2023-10-10,1.0,Concluída,Pregoeiro
EAP-2023-00663,ARP Bens,7,Habilitação,2023-10-10,2023-10-18,8.0,Concluída,Pregoeiro
EAP-2023-00663,ARP Bens,8,Declaração de Vencedor,2023-10-18,2023-10-20,2.0,Concluída,Pregoeiro
EAP-2023-00663,ARP Bens,9,Convocação para Assinatura,2023-10-20,2023-10-30,10.0,Concluída,Gestor do Contrato
EAP-2023-00663,ARP Bens,10,Assinatura do Contrato,2023-10-30,2023-11-04,5.0,Concluída,Ordenador
EAP-2024-00664,ARP Bens,1,Análise da Demanda,2024-12-14,2024-12-28,14.0,Concluída,Equipe Técnica
EAP-2024-00664,ARP Bens,2,Complementação de Informações,2024-12-28,2025-01-05,8.0,Concluída,Equipe Técnica
EAP-2024-00664,ARP Bens,3,Elaboração do Edital,2025-01-05,2025-02-04,30.0,Concluída,Equipe Técnica
EAP-2024-00664,ARP Bens,4,Publicação do Edital,2025-02-04,2025-02-09,5.0,Concluída,Pregoeiro
EAP-2024-00664,ARP Bens,5,Prazo de Elaboração das Propostas,2025-02-09,2025-02-28,19.0,Concluída,Externo
EAP-2024-00664,ARP Bens,6,Sessão de Disputa,2025-02-28,2025-03-01,1.0,Concluída,Pregoeiro
EAP-2024-00664,ARP Bens,7,Habilitação,2025-03-01,2025-03-07,6.0,Concluída,Pregoeiro
EAP-2024-00664,ARP Bens,8,Declaração de Vencedor,2025-03-07,2025-03-09,2.0,Concluída,Pregoeiro
EAP-2024-00664,ARP Bens,9,Convocação para Assinatura,2025-03-09,2025-03-20,11.0,Concluída,Gestor do Contrato
EAP-2024-00664,ARP Bens,10,Assinatura do Contrato,2025-03-20,2025-03-24,4.0,Concluída,Ordenador
EAP-2024-00665,ARP Bens,1,Análise da Demanda,2024-05-25,2024-06-04,10.0,Concluída,Equipe Técnica
EAP-2024-00665,ARP Bens,2,Complementação de Informações,2024-06-04,2024-06-10,6.0,Concluída,Equipe Técnica
EAP-2024-00665,ARP Bens,3,Elaboração do Edital,2024-06-10,2024-06-28,18.0,Concluída,Equipe Técnica
EAP-2024-00665,ARP Bens,4,Publicação do Edital,2024-06-28,2024-06-30,2.0,Concluída,Pregoeiro
EAP-2024-00665,ARP Bens,5,Prazo de Elaboração das Propostas,2024-06-30,2024-07-14,14.0,Concluída,Externo
EAP-2024-00665,ARP Bens,6,Sessão de Disputa,2024-07-14,2024-07-15,1.0,Concluída,Pregoeiro
EAP-2024-00665,ARP Bens,7,Habilitação,2024-07-15,2024-07-22,7.0,Concluída,Pregoeiro
EAP-2024-00665,ARP Bens,8,Declaração de Vencedor,2024-07-22,2024-07-24,2.0,Concluída,Pregoeiro
EAP-2024-00665,ARP Bens,9,Convocação para Assinatura,2024-07-24,2024-07-31,7.0,Concluída,Gestor do Contrato
EAP-2024-00665,ARP Bens,10,Assinatura do Contrato,2024-07-31,2024-08-01,1.0,Concluída,Ordenador
EAP-2022-00666,ARP Bens,1,Análise da Demanda,2022-10-15,2022-10-20,5.0,Concluída,Equipe Técnica
EAP-2022-00666,ARP Bens,2,Complementação de Informações,2022-10-20,2022-10-24,4.0,Concluída,Equipe Técnica
EAP-2022-00666,ARP Bens,3,Elaboração do Edital,2022-10-24,2022-11-16,23.0,Concluída,Equipe Técnica
EAP-2022-00666,ARP Bens,4,Publicação do Edital,2022-11-16,2022-11-17,1.0,Concluída,Pregoeiro
EAP-2022-00666,ARP Bens,5,Prazo de Elaboração das Propostas,2022-11-17,,,Em Andamento,Externo
EAP-2022-00666,ARP Bens,6,Sessão de Disputa,,,,Pendente,Pregoeiro
EAP-2022-00666,ARP Bens,7,Habilitação,,,,Pendente,Pregoeiro
EAP-2022-00666,ARP Bens,8,Declaração de Vencedor,,,,Pendente,Pregoeiro
EAP-2022-00666,ARP Bens,9,Convocação para Assinatura,,,,Pendente,Gestor do Contrato
EAP-2022-00666,ARP Bens,10,Assinatura do Contrato,,,,Pendente,Ordenador
EAP-2022-00667,Contratação de Serviços,1,Análise da Demanda,2022-04-20,2022-05-09,19.0,Concluída,Equipe Técnica
EAP-2022-00667,Contratação de Serviços,2,Complementação de Informações,2022-05-09,2022-05-19,10.0,Concluída,Equipe Técnica
EAP-2022-00667,Contratação de Serviços,3,Elaboração do Edital,2022-05-19,2022-06-04,16.0,Concluída,Equipe Técnica
EAP-2022-00667,Contratação de Serviços,4,Publicação do Edital,2022-06-04,2022-06-07,3.0,Concluída,Pregoeiro
EAP-2022-00667,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2022-06-07,2022-06-17,10.0,Concluída,Externo
EAP-2022-00667,Contratação de Serviços,6,Sessão de Disputa,2022-06-17,2022-06-18,1.0,Concluída,Pregoeiro
EAP-2022-00667,Contratação de Serviços,7,Habilitação,2022-06-18,2022-06-25,7.0,Concluída,Pregoeiro
EAP-2022-00667,Contratação de Serviços,8,Declaração de Vencedor,2022-06-25,2022-06-28,3.0,Concluída,Pregoeiro
EAP-2022-00667,Contratação de Serviços,9,Convocação para Assinatura,2022-06-28,2022-07-08,10.0,Concluída,Gestor do Contrato
EAP-2022-00667,Contratação de Serviços,10,Assinatura do Contrato,2022-07-08,2022-07-15,7.0,Concluída,Ordenador
EAP-2024-00668,ARP Bens,1,Análise da Demanda,2024-07-31,2024-08-16,16.0,Concluída,Equipe Técnica
EAP-2024-00668,ARP Bens,2,Complementação de Informações,2024-08-16,2024-08-26,10.0,Concluída,Equipe Técnica
EAP-2024-00668,ARP Bens,3,Elaboração do Edital,2024-08-26,2024-09-16,21.0,Concluída,Equipe Técnica
EAP-2024-00668,ARP Bens,4,Publicação do Edital,2024-09-16,2024-09-17,1.0,Concluída,Pregoeiro
EAP-2024-00668,ARP Bens,5,Prazo de Elaboração das Propostas,2024-09-17,2024-09-29,12.0,Concluída,Externo
EAP-2024-00668,ARP Bens,6,Sessão de Disputa,2024-09-29,2024-09-30,1.0,Concluída,Pregoeiro
EAP-2024-00668,ARP Bens,7,Habilitação,2024-09-30,2024-10-04,4.0,Concluída,Pregoeiro
EAP-2024-00668,ARP Bens,8,Declaração de Vencedor,2024-10-04,2024-10-07,3.0,Concluída,Pregoeiro
EAP-2024-00668,ARP Bens,9,Convocação para Assinatura,2024-10-07,2024-10-10,3.0,Concluída,Gestor do Contrato
EAP-2024-00668,ARP Bens,10,Assinatura do Contrato,2024-10-10,2024-10-15,5.0,Concluída,Ordenador
EAP-2022-00669,ARP Bens,1,Análise da Demanda,2022-08-08,2022-08-19,11.0,Concluída,Equipe Técnica
EAP-2022-00669,ARP Bens,2,Complementação de Informações,2022-08-19,2022-08-26,7.0,Concluída,Equipe Técnica
EAP-2022-00669,ARP Bens,3,Elaboração do Edital,2022-08-26,2022-09-12,17.0,Concluída,Equipe Técnica
EAP-2022-00669,ARP Bens,4,Publicação do Edital,2022-09-12,2022-09-15,3.0,Concluída,Pregoeiro
EAP-2022-00669,ARP Bens,5,Prazo de Elaboração das Propostas,2022-09-15,2022-09-25,10.0,Concluída,Externo
EAP-2022-00669,ARP Bens,6,Sessão de Disputa,2022-09-25,2022-09-26,1.0,Concluída,Pregoeiro
EAP-2022-00669,ARP Bens,7,Habilitação,2022-09-26,2022-10-05,9.0,Concluída,Pregoeiro
EAP-2022-00669,ARP Bens,8,Declaração de Vencedor,2022-10-05,2022-10-07,2.0,Concluída,Pregoeiro
EAP-2022-00669,ARP Bens,9,Convocação para Assinatura,2022-10-07,2022-10-10,3.0,Concluída,Gestor do Contrato
EAP-2022-00669,ARP Bens,10,Assinatura do Contrato,2022-10-10,2022-10-14,4.0,Concluída,Ordenador
EAP-2025-00670,Contratação de Serviços,1,Análise da Demanda,2025-04-12,2025-04-20,8.0,Concluída,Equipe Técnica
EAP-2025-00670,Contratação de Serviços,2,Complementação de Informações,2025-04-20,2025-04-29,9.0,Concluída,Equipe Técnica
EAP-2025-00670,Contratação de Serviços,3,Elaboração do Edital,2025-04-29,2025-06-02,34.0,Concluída,Equipe Técnica
EAP-2025-00670,Contratação de Serviços,4,Publicação do Edital,2025-06-02,2025-06-04,2.0,Concluída,Pregoeiro
EAP-2025-00670,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2025-06-04,2025-06-23,19.0,Concluída,Externo
EAP-2025-00670,Contratação de Serviços,6,Sessão de Disputa,2025-06-23,2025-06-24,1.0,Concluída,Pregoeiro
EAP-2025-00670,Contratação de Serviços,7,Habilitação,2025-06-24,2025-06-27,3.0,Concluída,Pregoeiro
EAP-2025-00670,Contratação de Serviços,8,Declaração de Vencedor,2025-06-27,2025-06-30,3.0,Concluída,Pregoeiro
EAP-2025-00670,Contratação de Serviços,9,Convocação para Assinatura,2025-06-30,2025-07-11,11.0,Concluída,Gestor do Contrato
EAP-2025-00670,Contratação de Serviços,10,Assinatura do Contrato,2025-07-11,2025-07-14,3.0,Concluída,Ordenador
EAP-2025-00671,Contratação de Serviços,1,Análise da Demanda,2025-10-15,2025-10-26,11.0,Concluída,Equipe Técnica
EAP-2025-00671,Contratação de Serviços,2,Complementação de Informações,2025-10-26,2025-11-01,6.0,Concluída,Equipe Técnica
EAP-2025-00671,Contratação de Serviços,3,Elaboração do Edital,2025-11-01,2025-11-27,26.0,Concluída,Equipe Técnica
EAP-2025-00671,Contratação de Serviços,4,Publicação do Edital,2025-11-27,2025-11-28,1.0,Concluída,Pregoeiro
EAP-2025-00671,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2025-11-28,,,Em Andamento,Externo
EAP-2025-00671,Contratação de Serviços,6,Sessão de Disputa,,,,Pendente,Pregoeiro
EAP-2025-00671,Contratação de Serviços,7,Habilitação,,,,Pendente,Pregoeiro
EAP-2025-00671,Contratação de Serviços,8,Declaração de Vencedor,,,,Pendente,Pregoeiro
EAP-2025-00671,Contratação de Serviços,9,Convocação para Assinatura,,,,Pendente,Gestor do Contrato
EAP-2025-00671,Contratação de Serviços,10,Assinatura do Contrato,,,,Pendente,Ordenador
EAP-2024-00672,ARP Bens,1,Análise da Demanda,2024-09-20,2024-09-27,7.0,Concluída,Equipe Técnica
EAP-2024-00672,ARP Bens,2,Complementação de Informações,2024-09-27,2024-10-02,5.0,Concluída,Equipe Técnica
EAP-2024-00672,ARP Bens,3,Elaboração do Edital,2024-10-02,2024-10-10,8.0,Concluída,Equipe Técnica
EAP-2024-00672,ARP Bens,4,Publicação do Edital,2024-10-10,2024-10-11,1.0,Concluída,Pregoeiro
EAP-2024-00672,ARP Bens,5,Prazo de Elaboração das Propostas,2024-10-11,2024-10-19,8.0,Concluída,Externo
EAP-2024-00672,ARP Bens,6,Sessão de Disputa,2024-10-19,2024-10-20,1.0,Concluída,Pregoeiro
EAP-2024-00672,ARP Bens,7,Habilitação,2024-10-20,2024-10-31,11.0,Concluída,Pregoeiro
EAP-2024-00672,ARP Bens,8,Declaração de Vencedor,2024-10-31,2024-11-04,4.0,Concluída,Pregoeiro
EAP-2024-00672,ARP Bens,9,Convocação para Assinatura,2024-11-04,2024-11-12,8.0,Concluída,Gestor do Contrato
EAP-2024-00672,ARP Bens,10,Assinatura do Contrato,2024-11-12,2024-11-21,9.0,Concluída,Ordenador
EAP-2023-00673,ARP Engenharia,1,Análise da Demanda,2023-02-23,2023-03-14,19.0,Concluída,Equipe Técnica
EAP-2023-00673,ARP Engenharia,2,Complementação de Informações,2023-03-14,2023-03-30,16.0,Concluída,Equipe Técnica
EAP-2023-00673,ARP Engenharia,3,Elaboração do Edital,2023-03-30,2023-04-29,30.0,Concluída,Equipe Técnica
EAP-2023-00673,ARP Engenharia,4,Publicação do Edital,2023-04-29,2023-05-02,3.0,Concluída,Pregoeiro
EAP-2023-00673,ARP Engenharia,5,Prazo de Elaboração das Propostas,2023-05-02,2023-05-17,15.0,Concluída,Externo
EAP-2023-00673,ARP Engenharia,6,Sessão de Disputa,2023-05-17,2023-05-18,1.0,Concluída,Pregoeiro
EAP-2023-00673,ARP Engenharia,7,Habilitação,2023-05-18,2023-05-28,10.0,Concluída,Pregoeiro
EAP-2023-00673,ARP Engenharia,8,Declaração de Vencedor,2023-05-28,2023-06-04,7.0,Concluída,Pregoeiro
EAP-2023-00673,ARP Engenharia,9,Convocação para Assinatura,2023-06-04,2023-06-06,2.0,Concluída,Gestor do Contrato
EAP-2023-00673,ARP Engenharia,10,Assinatura do Contrato,2023-06-06,2023-06-09,3.0,Concluída,Ordenador
EAP-2023-00674,Contratação de Serviços,1,Análise da Demanda,2023-01-12,2023-01-28,16.0,Concluída,Equipe Técnica
EAP-2023-00674,Contratação de Serviços,2,Complementação de Informações,2023-01-28,2023-02-09,12.0,Concluída,Equipe Técnica
EAP-2023-00674,Contratação de Serviços,3,Elaboração do Edital,2023-02-09,2023-03-13,32.0,Concluída,Equipe Técnica
EAP-2023-00674,Contratação de Serviços,4,Publicação do Edital,2023-03-13,2023-03-17,4.0,Concluída,Pregoeiro
EAP-2023-00674,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2023-03-17,2023-03-31,14.0,Concluída,Externo
EAP-2023-00674,Contratação de Serviços,6,Sessão de Disputa,2023-03-31,2023-04-01,1.0,Concluída,Pregoeiro
EAP-2023-00674,Contratação de Serviços,7,Habilitação,2023-04-01,2023-04-14,13.0,Concluída,Pregoeiro
EAP-2023-00674,Contratação de Serviços,8,Declaração de Vencedor,2023-04-14,2023-04-16,2.0,Concluída,Pregoeiro
EAP-2023-00674,Contratação de Serviços,9,Convocação para Assinatura,2023-04-16,2023-04-21,5.0,Concluída,Gestor do Contrato
EAP-2023-00674,Contratação de Serviços,10,Assinatura do Contrato,2023-04-21,2023-04-29,8.0,Concluída,Ordenador
EAP-2025-00675,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2025-09-09,2025-09-17,8.0,Concluída,Equipe Técnica
EAP-2025-00675,Contratação Direta por Limite de Valor,2,Complementação de Informações,2025-09-17,2025-09-22,5.0,Concluída,Equipe Técnica
EAP-2025-00675,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2025-09-22,2025-09-28,6.0,Concluída,Equipe Técnica
EAP-2025-00675,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2025-09-28,2025-10-01,3.0,Concluída,Ordenador
EAP-2025-00675,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2025-10-01,,,Em Andamento,Gestor do Contrato
EAP-2025-00675,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,,,,Pendente,Ordenador
EAP-2025-00676,ARP Engenharia,1,Análise da Demanda,2025-09-08,2025-09-28,20.0,Concluída,Equipe Técnica
EAP-2025-00676,ARP Engenharia,2,Complementação de Informações,2025-09-28,2025-10-18,20.0,Concluída,Equipe Técnica
EAP-2025-00676,ARP Engenharia,3,Elaboração do Edital,2025-10-18,2025-11-12,25.0,Concluída,Equipe Técnica
EAP-2025-00676,ARP Engenharia,4,Publicação do Edital,2025-11-12,2025-11-15,3.0,Concluída,Pregoeiro
EAP-2025-00676,ARP Engenharia,5,Prazo de Elaboração das Propostas,2025-11-15,2025-12-07,22.0,Concluída,Externo
EAP-2025-00676,ARP Engenharia,6,Sessão de Disputa,2025-12-07,2025-12-08,1.0,Concluída,Pregoeiro
EAP-2025-00676,ARP Engenharia,7,Habilitação,2025-12-08,2025-12-16,8.0,Concluída,Pregoeiro
EAP-2025-00676,ARP Engenharia,8,Declaração de Vencedor,2025-12-16,2025-12-18,2.0,Concluída,Pregoeiro
EAP-2025-00676,ARP Engenharia,9,Convocação para Assinatura,2025-12-18,2025-12-31,13.0,Concluída,Gestor do Contrato
EAP-2025-00676,ARP Engenharia,10,Assinatura do Contrato,2025-12-31,2026-01-07,7.0,Concluída,Ordenador
EAP-2023-00677,Contratação de Serviços,1,Análise da Demanda,2023-08-16,2023-08-30,14.0,Concluída,Equipe Técnica
EAP-2023-00677,Contratação de Serviços,2,Complementação de Informações,2023-08-30,2023-09-08,9.0,Concluída,Equipe Técnica
EAP-2023-00677,Contratação de Serviços,3,Elaboração do Edital,2023-09-08,2023-10-11,33.0,Concluída,Equipe Técnica
EAP-2023-00677,Contratação de Serviços,4,Publicação do Edital,2023-10-11,2023-10-13,2.0,Concluída,Pregoeiro
EAP-2023-00677,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2023-10-13,2023-10-29,16.0,Concluída,Externo
EAP-2023-00677,Contratação de Serviços,6,Sessão de Disputa,2023-10-29,2023-10-30,1.0,Concluída,Pregoeiro
EAP-2023-00677,Contratação de Serviços,7,Habilitação,2023-10-30,2023-11-12,13.0,Concluída,Pregoeiro
EAP-2023-00677,Contratação de Serviços,8,Declaração de Vencedor,2023-11-12,2023-11-16,4.0,Concluída,Pregoeiro
EAP-2023-00677,Contratação de Serviços,9,Convocação para Assinatura,2023-11-16,2023-11-19,3.0,Concluída,Gestor do Contrato
EAP-2023-00677,Contratação de Serviços,10,Assinatura do Contrato,2023-11-19,2023-11-22,3.0,Concluída,Ordenador
EAP-2025-00678,ARP Bens,1,Análise da Demanda,2025-11-29,2025-12-07,8.0,Concluída,Equipe Técnica
EAP-2025-00678,ARP Bens,2,Complementação de Informações,2025-12-07,2025-12-15,8.0,Concluída,Equipe Técnica
EAP-2025-00678,ARP Bens,3,Elaboração do Edital,2025-12-15,2026-01-04,20.0,Concluída,Equipe Técnica
EAP-2025-00678,ARP Bens,4,Publicação do Edital,2026-01-04,2026-01-07,3.0,Concluída,Pregoeiro
EAP-2025-00678,ARP Bens,5,Prazo de Elaboração das Propostas,2026-01-07,2026-01-16,9.0,Concluída,Externo
EAP-2025-00678,ARP Bens,6,Sessão de Disputa,2026-01-16,2026-01-17,1.0,Concluída,Pregoeiro
EAP-2025-00678,ARP Bens,7,Habilitação,2026-01-17,2026-01-23,6.0,Concluída,Pregoeiro
EAP-2025-00678,ARP Bens,8,Declaração de Vencedor,2026-01-23,2026-01-24,1.0,Concluída,Pregoeiro
EAP-2025-00678,ARP Bens,9,Convocação para Assinatura,2026-01-24,2026-01-27,3.0,Concluída,Gestor do Contrato
EAP-2025-00678,ARP Bens,10,Assinatura do Contrato,2026-01-27,2026-01-28,1.0,Concluída,Ordenador
EAP-2024-00679,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2024-07-25,2024-08-09,15.0,Concluída,Equipe Técnica
EAP-2024-00679,Contratação Direta por Limite de Valor,2,Complementação de Informações,2024-08-09,2024-08-11,2.0,Concluída,Equipe Técnica
EAP-2024-00679,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2024-08-11,2024-08-15,4.0,Concluída,Equipe Técnica
EAP-2024-00679,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2024-08-15,2024-08-19,4.0,Concluída,Ordenador
EAP-2024-00679,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2024-08-19,2024-08-22,3.0,Concluída,Gestor do Contrato
EAP-2024-00679,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2024-08-22,2024-08-25,3.0,Concluída,Ordenador
EAP-2023-00680,ARP Bens,1,Análise da Demanda,2023-12-28,2024-01-07,10.0,Concluída,Equipe Técnica
EAP-2023-00680,ARP Bens,2,Complementação de Informações,2024-01-07,2024-01-15,8.0,Concluída,Equipe Técnica
EAP-2023-00680,ARP Bens,3,Elaboração do Edital,2024-01-15,2024-02-02,18.0,Concluída,Equipe Técnica
EAP-2023-00680,ARP Bens,4,Publicação do Edital,2024-02-02,,,Em Andamento,Pregoeiro
EAP-2023-00680,ARP Bens,5,Prazo de Elaboração das Propostas,,,,Pendente,Externo
EAP-2023-00680,ARP Bens,6,Sessão de Disputa,,,,Pendente,Pregoeiro
EAP-2023-00680,ARP Bens,7,Habilitação,,,,Pendente,Pregoeiro
EAP-2023-00680,ARP Bens,8,Declaração de Vencedor,,,,Pendente,Pregoeiro
EAP-2023-00680,ARP Bens,9,Convocação para Assinatura,,,,Pendente,Gestor do Contrato
EAP-2023-00680,ARP Bens,10,Assinatura do Contrato,,,,Pendente,Ordenador
EAP-2022-00681,Contratação de Serviços,1,Análise da Demanda,2022-01-19,2022-01-27,8.0,Concluída,Equipe Técnica
EAP-2022-00681,Contratação de Serviços,2,Complementação de Informações,2022-01-27,2022-02-13,17.0,Concluída,Equipe Técnica
EAP-2022-00681,Contratação de Serviços,3,Elaboração do Edital,2022-02-13,2022-03-17,32.0,Concluída,Equipe Técnica
EAP-2022-00681,Contratação de Serviços,4,Publicação do Edital,2022-03-17,2022-03-19,2.0,Concluída,Pregoeiro
EAP-2022-00681,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2022-03-19,2022-03-29,10.0,Concluída,Externo
EAP-2022-00681,Contratação de Serviços,6,Sessão de Disputa,2022-03-29,2022-03-30,1.0,Concluída,Pregoeiro
EAP-2022-00681,Contratação de Serviços,7,Habilitação,2022-03-30,2022-04-07,8.0,Concluída,Pregoeiro
EAP-2022-00681,Contratação de Serviços,8,Declaração de Vencedor,2022-04-07,2022-04-09,2.0,Concluída,Pregoeiro
EAP-2022-00681,Contratação de Serviços,9,Convocação para Assinatura,2022-04-09,2022-04-16,7.0,Concluída,Gestor do Contrato
EAP-2022-00681,Contratação de Serviços,10,Assinatura do Contrato,2022-04-16,2022-04-23,7.0,Concluída,Ordenador
EAP-2024-00682,ARP Bens,1,Análise da Demanda,2024-03-10,2024-03-19,9.0,Concluída,Equipe Técnica
EAP-2024-00682,ARP Bens,2,Complementação de Informações,2024-03-19,2024-03-31,12.0,Concluída,Equipe Técnica
EAP-2024-00682,ARP Bens,3,Elaboração do Edital,2024-03-31,2024-04-13,13.0,Concluída,Equipe Técnica
EAP-2024-00682,ARP Bens,4,Publicação do Edital,2024-04-13,2024-04-17,4.0,Concluída,Pregoeiro
EAP-2024-00682,ARP Bens,5,Prazo de Elaboração das Propostas,2024-04-17,2024-05-03,16.0,Concluída,Externo
EAP-2024-00682,ARP Bens,6,Sessão de Disputa,2024-05-03,2024-05-04,1.0,Concluída,Pregoeiro
EAP-2024-00682,ARP Bens,7,Habilitação,2024-05-04,2024-05-13,9.0,Concluída,Pregoeiro
EAP-2024-00682,ARP Bens,8,Declaração de Vencedor,2024-05-13,2024-05-15,2.0,Concluída,Pregoeiro
EAP-2024-00682,ARP Bens,9,Convocação para Assinatura,2024-05-15,2024-05-24,9.0,Concluída,Gestor do Contrato
EAP-2024-00682,ARP Bens,10,Assinatura do Contrato,2024-05-24,2024-05-29,5.0,Concluída,Ordenador
EAP-2024-00683,Contratação de Serviços,1,Análise da Demanda,2024-07-30,2024-08-14,15.0,Concluída,Equipe Técnica
EAP-2024-00683,Contratação de Serviços,2,Complementação de Informações,2024-08-14,2024-08-20,6.0,Concluída,Equipe Técnica
EAP-2024-00683,Contratação de Serviços,3,Elaboração do Edital,2024-08-20,2024-09-06,17.0,Concluída,Equipe Técnica
EAP-2024-00683,Contratação de Serviços,4,Publicação do Edital,2024-09-06,2024-09-09,3.0,Concluída,Pregoeiro
EAP-2024-00683,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2024-09-09,2024-09-22,13.0,Concluída,Externo
EAP-2024-00683,Contratação de Serviços,6,Sessão de Disputa,2024-09-22,2024-09-23,1.0,Concluída,Pregoeiro
