eap_id,fornecedor_id,valor_proposta,classificacao,vencedor,situacao
EAP-2023-00499,FORN-0191,516849.48,4,False,Habilitado
EAP-2023-00499,FORN-0145,607389.14,5,False,Habilitado
EAP-2023-00499,FORN-0281,446307.74,6,False,Inabilitado
EAP-2023-00499,FORN-0247,424683.91,7,False,Inabilitado
EAP-2025-00500,FORN-0287,4385.05,1,True,Habilitado
EAP-2025-00501,FORN-0035,94038.92,1,True,Habilitado
EAP-2025-00501,FORN-0030,94655.4,2,False,Inabilitado
EAP-2025-00501,FORN-0176,93349.08,3,False,Habilitado
EAP-2022-00502,FORN-0149,179820.18,1,True,Habilitado
EAP-2022-00502,FORN-0289,169132.2,2,False,Habilitado
EAP-2022-00502,FORN-0282,187778.28,3,False,Habilitado
EAP-2022-00502,FORN-0107,176273.22,4,False,Habilitado
EAP-2022-00502,FORN-0291,183278.17,5,False,Habilitado
EAP-2022-00502,FORN-0254,208037.63,6,False,Habilitado
EAP-2022-00502,FORN-0206,177804.61,7,False,Habilitado
EAP-2024-00503,FORN-0209,1538612.71,1,True,Habilitado
EAP-2024-00503,FORN-0128,1630973.98,2,False,Habilitado
EAP-2024-00503,FORN-0270,1489166.56,3,False,Habilitado
EAP-2024-00503,FORN-0113,1287949.64,4,False,Habilitado
EAP-2024-00503,FORN-0031,1669736.97,5,False,Habilitado
EAP-2024-00503,FORN-0015,1687028.92,6,False,Inabilitado
EAP-2024-00504,,1809163.24,1,False,Habilitado
EAP-2024-00505,FORN-0127,39103.39,1,True,Habilitado
EAP-2024-00505,FORN-0055,46193.37,2,False,Habilitado
EAP-2025-00506,FORN-0061,181552.43,1,True,Habilitado
EAP-2025-00506,FORN-0161,248903.83,2,False,Habilitado
EAP-2025-00506,FORN-0139,213702.5,3,False,Habilitado
EAP-2022-00507,,135930.52,1,False,Habilitado
EAP-2022-00507,FORN-0100,112936.39,2,False,Habilitado
EAP-2022-00507,FORN-0184,113506.8,3,False,Habilitado
EAP-2022-00507,FORN-0052,114929.55,4,False,Habilitado
EAP-2022-00507,FORN-0268,106670.31,5,False,Habilitado
EAP-2022-00507,FORN-0194,109797.46,6,False,Habilitado
EAP-2022-00507,FORN-0081,110350.54,7,False,Habilitado
EAP-2022-00507,FORN-0075,115601.84,8,False,Habilitado
EAP-2022-00508,FORN-0219,49245.95,1,True,Habilitado
EAP-2022-00508,FORN-0020,64235.53,2,False,Habilitado
EAP-2022-00508,FORN-0191,62863.71,3,False,Inabilitado
EAP-2023-00509,FORN-0120,754011.05,1,True,Habilitado
EAP-2023-00509,FORN-0095,842116.67,2,False,Habilitado
EAP-2023-00509,FORN-0185,727146.88,3,False,Habilitado
EAP-2023-00509,FORN-0041,792896.44,4,False,Habilitado
EAP-2023-00510,FORN-0272,519172.64,1,True,Habilitado
EAP-2023-00510,FORN-0265,500118.47,2,False,Habilitado
EAP-2023-00510,FORN-0085,520755.41,3,False,Habilitado
EAP-2023-00510,FORN-0260,457750.81,4,False,Habilitado
EAP-2023-00510,FORN-0007,470854.32,5,False,Habilitado
EAP-2025-00511,FORN-0283,3887.06,1,True,Habilitado
EAP-2025-00511,FORN-0112,5111.68,2,False,Habilitado
EAP-2025-00511,FORN-0297,5002.49,3,False,Habilitado
EAP-2025-00511,FORN-0066,5437.41,4,False,Habilitado
EAP-2025-00511,FORN-0250,4391.44,5,False,Habilitado
EAP-2025-00511,FORN-0270,4350.02,6,False,Habilitado
EAP-2025-00511,FORN-0284,3930.16,7,False,Habilitado
EAP-2025-00511,FORN-0151,5128.35,8,False,Habilitado
EAP-2025-00511,FORN-0142,4039.5,9,False,Habilitado
EAP-2023-00512,FORN-0254,1359084.58,1,True,Habilitado
EAP-2023-00512,FORN-0145,1246374.92,2,False,Habilitado
EAP-2023-00512,FORN-0156,1414410.65,3,False,Habilitado
EAP-2023-00512,FORN-0080,1314636.96,4,False,Habilitado
EAP-2023-00512,FORN-0008,1199923.45,5,False,Habilitado
EAP-2022-00513,FORN-0231,32815.81,1,True,Habilitado
EAP-2022-00513,FORN-0202,34834.93,2,False,Habilitado
EAP-2022-00513,FORN-0098,39060.87,3,False,Habilitado
EAP-2022-00513,FORN-0037,38012.96,4,False,Inabilitado
EAP-2022-00513,FORN-0126,31402.62,5,False,Habilitado
EAP-2022-00513,FORN-0237,31253.64,6,False,Inabilitado
EAP-2022-00513,FORN-0121,43855.24,7,False,Inabilitado
EAP-2023-00514,FORN-0091,296249.62,1,True,Habilitado
EAP-2023-00514,FORN-0079,298662.77,2,False,Habilitado
EAP-2023-00514,FORN-0195,310871.4,3,False,Habilitado
EAP-2023-00514,FORN-0063,307213.22,4,False,Habilitado
EAP-2023-00514,FORN-0135,314624.09,5,False,Habilitado
EAP-2023-00514,FORN-0128,292823.7,6,False,Habilitado
EAP-2023-00514,FORN-0294,312991.71,7,False,Habilitado
EAP-2022-00515,FORN-0003,1801564.96,1,True,Habilitado
EAP-2022-00515,FORN-0053,1830222.91,2,False,Habilitado
EAP-2022-00515,FORN-0298,1663855.54,3,False,Habilitado
EAP-2022-00515,FORN-0065,1976826.5,4,False,Habilitado
EAP-2022-00516,FORN-0002,120557.31,1,True,Habilitado
EAP-2022-00516,FORN-0156,101089.16,2,False,Habilitado
EAP-2022-00516,FORN-0249,113582.75,3,False,Habilitado
EAP-2022-00516,FORN-0210,135242.89,4,False,Habilitado
EAP-2022-00516,FORN-0287,125585.15,5,False,Habilitado
EAP-2022-00516,FORN-0283,129017.16,6,False,Habilitado
EAP-2025-00517,FORN-0005,4199.46,1,True,Habilitado
EAP-2022-00518,,53619.09,1,False,Habilitado
EAP-2022-00518,FORN-0054,72140.54,2,False,Habilitado
EAP-2022-00518,FORN-0057,57382.12,3,False,Habilitado
EAP-2022-00518,FORN-0288,54125.65,4,False,Habilitado
EAP-2022-00518,FORN-0160,59819.54,5,False,Habilitado
EAP-2022-00518,FORN-0005,69599.1,6,False,Habilitado
EAP-2022-00518,FORN-0176,72843.26,7,False,Habilitado
EAP-2022-00518,FORN-0044,67313.96,8,False,Habilitado
EAP-2022-00518,FORN-0119,60267.54,9,False,Habilitado
EAP-2023-00519,FORN-0007,181048.01,1,True,Habilitado
EAP-2023-00519,FORN-0025,209011.96,2,False,Habilitado
EAP-2023-00519,FORN-0198,220256.14,3,False,Habilitado
EAP-2023-00519,FORN-0233,162466.65,4,False,Habilitado
EAP-2023-00519,FORN-0052,164019.68,5,False,Habilitado
EAP-2023-00519,FORN-0152,185295.97,6,False,Habilitado
EAP-2023-00519,FORN-0258,178407.25,7,False,Inabilitado
EAP-2025-00520,FORN-0045,523393.26,1,True,Habilitado
EAP-2023-00521,FORN-0213,449783.56,1,True,Inabilitado
EAP-2023-00522,FORN-0043,34800.03,1,True,Habilitado
EAP-2023-00522,FORN-0235,45042.84,2,False,Inabilitado
EAP-2023-00522,FORN-0168,40853.61,3,False,Habilitado
EAP-2023-00522,FORN-0242,42901.73,4,False,Habilitado
EAP-2023-00522,FORN-0138,37419.63,5,False,Habilitado
EAP-2023-00522,FORN-0028,36638.93,6,False,Habilitado
EAP-2023-00522,FORN-0233,52288.18,7,False,Inabilitado
EAP-2023-00522,FORN-0014,48527.66,8,False,Habilitado
EAP-2023-00522,FORN-0114,47038.29,9,False,Habilitado
EAP-2022-00523,FORN-0005,189438.92,1,True,Habilitado
EAP-2022-00523,FORN-0127,212128.76,2,False,Habilitado
EAP-2022-00523,FORN-0055,192417.08,3,False,Habilitado
EAP-2022-00523,FORN-0202,201459.13,4,False,Habilitado
EAP-2022-00523,FORN-0148,234071.59,5,False,Habilitado
EAP-2022-00523,FORN-0046,191773.08,6,False,Habilitado
EAP-2022-00523,FORN-0096,178067.38,7,False,Habilitado
EAP-2024-00524,FORN-0280,162361.88,1,True,Habilitado
EAP-2024-00524,FORN-0180,191402.6,2,False,Inabilitado
EAP-2024-00524,FORN-0120,181100.45,3,False,Habilitado
EAP-2024-00524,FORN-0034,222500.86,4,False,Habilitado
EAP-2024-00524,FORN-0285,189498.37,5,False,Habilitado
EAP-2024-00524,FORN-0024,197120.88,6,False,Habilitado
EAP-2024-00525,FORN-0015,77598.51,1,True,Habilitado
EAP-2024-00525,FORN-0208,96733.28,2,False,Habilitado
EAP-2024-00525,FORN-0171,116215.78,3,False,Habilitado
EAP-2024-00525,FORN-0152,96861.34,4,False,Habilitado
EAP-2024-00525,FORN-0209,108575.53,5,False,Inabilitado
EAP-2025-00526,FORN-0004,42648.37,1,True,Inabilitado
EAP-2025-00526,FORN-0032,43593.84,2,False,Habilitado
EAP-2025-00526,FORN-0144,54644.92,3,False,Habilitado
EAP-2025-00526,FORN-0226,47146.75,4,False,Habilitado
EAP-2025-00526,FORN-0149,51644.15,5,False,Habilitado
EAP-2025-00526,FORN-0267,40135.6,6,False,Habilitado
EAP-2025-00526,FORN-0205,41981.23,7,False,Habilitado
EAP-2025-00526,FORN-0238,45992.37,8,False,Habilitado
EAP-2025-00526,FORN-0154,51599.06,9,False,Habilitado
EAP-2025-00527,FORN-0040,161857.79,1,True,Habilitado
EAP-2025-00528,FORN-0190,695243.67,1,True,Habilitado
EAP-2023-00529,FORN-0028,798025.44,1,False,Habilitado
EAP-2023-00529,FORN-0234,661845.79,2,False,Habilitado
EAP-2023-00529,FORN-0240,689985.27,3,False,Inabilitado
EAP-2023-00529,FORN-0003,520616.2,4,True,Habilitado
EAP-2024-00530,FORN-0171,99697.23,1,True,Habilitado
EAP-2024-00531,FORN-0003,227441.29,1,True,Habilitado
EAP-2024-00531,FORN-0294,241993.65,2,False,Inabilitado
EAP-2024-00531,FORN-0159,302936.32,3,False,Habilitado
EAP-2024-00531,FORN-0102,341258.52,4,False,Habilitado
EAP-2024-00531,FORN-0104,348818.0,5,False,Inabilitado
EAP-2025-00532,FORN-0241,77675.8,1,True,Habilitado
EAP-2025-00532,FORN-0227,88939.59,2,False,Habilitado
EAP-2025-00532,FORN-0055,79537.04,3,False,Habilitado
EAP-2025-00532,FORN-0294,83373.86,4,False,Habilitado
EAP-2025-00533,FORN-0028,66436.35,1,True,Habilitado
EAP-2024-00534,FORN-0031,1869032.03,1,True,Habilitado
EAP-2024-00534,FORN-0138,1995384.36,2,False,Habilitado
EAP-2024-00534,FORN-0147,2086366.61,3,False,Habilitado
EAP-2024-00534,FORN-0151,2678423.86,4,False,Habilitado
EAP-2024-00534,FORN-0045,2465475.69,5,False,Habilitado
EAP-2024-00534,FORN-0183,2492849.09,6,False,Habilitado
EAP-2024-00534,FORN-0172,2272191.35,7,False,Habilitado
EAP-2022-00535,FORN-0216,211255.58,1,True,Inabilitado
EAP-2025-00536,FORN-0003,44882.42,1,True,Habilitado
EAP-2022-00537,FORN-0275,210623.95,1,True,Habilitado
EAP-2024-00538,,85483.67,1,False,Habilitado
EAP-2024-00538,FORN-0246,85939.91,2,False,Inabilitado
EAP-2024-00538,FORN-0014,108014.57,3,False,Inabilitado
EAP-2024-00538,FORN-0109,92538.36,4,False,Habilitado
EAP-2024-00538,FORN-0120,94265.88,5,False,Habilitado
EAP-2022-00539,FORN-0004,511046.37,1,True,Habilitado
EAP-2022-00539,FORN-0299,687021.68,2,False,Inabilitado
EAP-2022-00539,FORN-0093,527036.77,3,False,Habilitado
EAP-2022-00539,FORN-0197,587147.14,4,False,Habilitado
EAP-2022-00539,FORN-0207,534835.86,5,False,Habilitado
EAP-2022-00539,FORN-0179,616050.69,6,False,Habilitado
EAP-2022-00539,FORN-0110,607621.27,7,False,Habilitado
EAP-2022-00539,FORN-0198,513551.34,8,False,Inabilitado
EAP-2024-00540,FORN-0256,443466.27,1,True,Inabilitado
EAP-2024-00540,FORN-0219,387384.45,2,False,Habilitado
EAP-2024-00540,FORN-0080,396625.11,3,False,Habilitado
EAP-2024-00540,FORN-0140,412730.6,4,False,Habilitado
EAP-2024-00540,FORN-0260,505549.71,5,False,Habilitado
EAP-2024-00540,FORN-0254,401244.02,6,False,Habilitado
EAP-2024-00540,FORN-0078,403932.51,7,False,Inabilitado
EAP-2025-00541,,756691.97,1,False,Habilitado
EAP-2025-00541,FORN-0079,804804.8,2,False,Inabilitado
EAP-2025-00541,FORN-0246,769448.52,3,False,Inabilitado
EAP-2025-00541,FORN-0199,725669.44,4,False,Habilitado
EAP-2025-00541,FORN-0284,756172.02,5,False,Habilitado
EAP-2025-00541,FORN-0233,728284.87,6,False,Habilitado
EAP-2025-00541,FORN-0048,676766.41,7,False,Habilitado
EAP-2025-00541,FORN-0134,767146.35,8,False,Inabilitado
EAP-2025-00542,FORN-0133,273386.9,1,True,Habilitado
EAP-2025-00542,FORN-0226,304594.95,2,False,Habilitado
EAP-2025-00542,FORN-0018,304881.41,3,False,Habilitado
EAP-2025-00542,FORN-0221,261107.26,4,False,Habilitado
EAP-2025-00542,FORN-0004,336939.61,5,False,Habilitado
EAP-2025-00542,FORN-0188,344079.05,6,False,Habilitado
EAP-2025-00542,FORN-0187,296158.97,7,False,Habilitado
EAP-2025-00542,FORN-0287,259740.12,8,False,Habilitado
EAP-2023-00543,FORN-0034,95907.8,1,True,Inabilitado
EAP-2023-00543,FORN-0013,124158.39,2,False,Habilitado
EAP-2023-00543,FORN-0202,104020.99,3,False,Habilitado
EAP-2023-00543,FORN-0286,118516.32,4,False,Habilitado
EAP-2023-00543,FORN-0097,96729.92,5,False,Habilitado
EAP-2023-00544,FORN-0287,374670.95,1,True,Habilitado
EAP-2023-00544,FORN-0230,415420.28,2,False,Inabilitado
EAP-2023-00544,FORN-0008,412712.56,3,False,Habilitado
EAP-2023-00544,FORN-0053,406411.8,4,False,Habilitado
EAP-2023-00544,FORN-0152,298364.47,5,False,Habilitado
EAP-2023-00544,FORN-0168,307820.6,6,False,Habilitado
EAP-2023-00544,FORN-0185,380328.75,7,False,Habilitado
EAP-2023-00544,FORN-0249,405334.23,8,False,Habilitado
EAP-2024-00545,,452584.33,1,False,Habilitado
EAP-2024-00545,FORN-0203,417275.42,2,False,Inabilitado
EAP-2024-00545,FORN-0204,415976.45,3,False,Habilitado
EAP-2024-00545,FORN-0299,348302.11,4,False,Habilitado
EAP-2024-00545,FORN-0078,479652.8,5,False,Inabilitado
EAP-2024-00545,FORN-0186,383493.75,6,False,Habilitado
EAP-2024-00545,FORN-0165,367410.69,7,False,Habilitado
EAP-2024-00545,FORN-0065,427813.58,8,False,Habilitado
EAP-2024-00546,FORN-0004,25253.3,1,True,Habilitado
EAP-2024-00547,FORN-0015,106225.77,1,True,Habilitado
EAP-2024-00547,FORN-0029,99192.43,2,False,Habilitado
EAP-2024-00547,FORN-0043,96414.42,3,False,Habilitado
EAP-2024-00547,FORN-0168,90725.12,4,False,Habilitado
EAP-2024-00547,FORN-0218,104827.23,5,False,Habilitado
EAP-2022-00548,FORN-0240,183441.19,1,True,Habilitado
EAP-2022-00548,FORN-0264,197220.3,2,False,Habilitado
EAP-2022-00548,FORN-0042,183204.94,3,False,Habilitado
EAP-2023-00549,FORN-0018,7872134.01,1,True,Habilitado
EAP-2023-00549,FORN-0285,10448395.92,2,False,Habilitado
EAP-2023-00549,FORN-0263,10358036.6,3,False,Habilitado
EAP-2023-00550,FORN-0173,471148.23,1,True,Inabilitado
EAP-2023-00550,FORN-0193,566270.24,2,False,Habilitado
EAP-2023-00550,FORN-0294,538859.85,3,False,Habilitado
EAP-2023-00550,FORN-0027,441656.83,4,False,Inabilitado
EAP-2023-00550,FORN-0288,600125.71,5,False,Habilitado
EAP-2023-00551,,90869.59,1,False,Habilitado
EAP-2024-00552,FORN-0003,262029.47,1,True,Inabilitado
EAP-2024-00552,FORN-0064,312707.26,2,False,Habilitado
EAP-2024-00552,FORN-0253,313138.52,3,False,Habilitado
EAP-2024-00552,FORN-0239,318719.28,4,False,Habilitado
EAP-2024-00552,FORN-0126,289108.86,5,False,Inabilitado
EAP-2024-00552,FORN-0212,287646.66,6,False,Habilitado
EAP-2024-00552,FORN-0186,246861.03,7,False,Habilitado
EAP-2022-00553,FORN-0112,57807.94,1,True,Habilitado
EAP-2022-00553,FORN-0072,71370.19,2,False,Habilitado
EAP-2022-00553,FORN-0011,62203.97,3,False,Habilitado
EAP-2022-00553,FORN-0211,65015.66,4,False,Habilitado
EAP-2023-00554,,29877.67,1,False,Habilitado
EAP-2023-00554,FORN-0063,37439.8,2,False,Habilitado
EAP-2023-00554,FORN-0247,35892.51,3,False,Habilitado
EAP-2023-00554,FORN-0197,37093.42,4,False,Habilitado
EAP-2023-00554,FORN-0033,33480.5,5,False,Habilitado
EAP-2023-00554,FORN-0115,37247.52,6,False,Habilitado
EAP-2023-00554,FORN-0015,33752.62,7,False,Habilitado
EAP-2023-00554,FORN-0080,34620.55,8,False,Inabilitado
EAP-2024-00555,FORN-0022,14928.88,1,True,Habilitado
EAP-2024-00555,FORN-0212,15559.93,2,False,Habilitado
EAP-2022-00556,,13851.05,1,False,Habilitado
EAP-2022-00556,FORN-0125,14549.24,2,False,Habilitado
EAP-2022-00556,FORN-0076,12007.77,3,False,Habilitado
EAP-2022-00556,FORN-0116,14339.37,4,False,Inabilitado
EAP-2022-00556,FORN-0296,11598.79,5,False,Habilitado
EAP-2022-00556,FORN-0035,13788.11,6,False,Inabilitado
EAP-2025-00557,,128151.36,1,False,Habilitado
EAP-2025-00557,FORN-0206,102361.84,2,False,Habilitado
EAP-2025-00557,FORN-0233,112145.55,3,False,Habilitado
EAP-2025-00557,FORN-0053,130367.09,4,False,Habilitado
EAP-2025-00557,FORN-0090,110555.39,5,False,Habilitado
EAP-2025-00557,FORN-0195,128527.65,6,False,Habilitado
EAP-2025-00557,FORN-0124,134027.36,7,False,Habilitado
EAP-2022-00558,FORN-0045,712836.85,1,True,Habilitado
EAP-2022-00558,FORN-0213,898922.27,2,False,Habilitado
EAP-2022-00558,FORN-0132,883518.01,3,False,Habilitado
EAP-2022-00558,FORN-0133,992766.02,4,False,Habilitado
EAP-2022-00558,FORN-0155,874572.22,5,False,Inabilitado
EAP-2022-00558,FORN-0267,766960.54,6,False,Habilitado
EAP-2022-00558,FORN-0143,758029.77,7,False,Habilitado
EAP-2022-00558,FORN-0128,888852.11,8,False,Inabilitado
EAP-2022-00558,FORN-0220,712442.17,9,False,Habilitado
EAP-2023-00559,FORN-0219,62312.16,1,False,Habilitado
EAP-2023-00559,FORN-0132,56593.84,2,False,Habilitado
EAP-2023-00559,FORN-0013,62208.68,3,True,Habilitado
EAP-2023-00559,FORN-0267,77020.3,4,False,Habilitado
EAP-2023-00559,FORN-0165,69788.39,5,False,Habilitado
EAP-2023-00559,FORN-0288,63868.45,6,False,Habilitado
EAP-2023-00559,FORN-0256,78395.82,7,False,Habilitado
EAP-2023-00560,FORN-0227,160714.71,1,True,Inabilitado
EAP-2023-00560,FORN-0086,194030.46,2,False,Habilitado
EAP-2023-00560,FORN-0247,214357.01,3,False,Inabilitado
EAP-2023-00560,FORN-0272,202524.65,4,False,Habilitado
EAP-2023-00560,FORN-0246,205045.65,5,False,Habilitado
EAP-2025-00561,FORN-0056,274678.77,1,True,Habilitado
EAP-2025-00561,FORN-0137,353316.48,2,False,Habilitado
EAP-2025-00561,FORN-0200,413405.63,3,False,Habilitado
EAP-2025-00561,FORN-0121,324752.77,4,False,Habilitado
EAP-2025-00561,FORN-0240,287635.48,5,False,Habilitado
EAP-2025-00561,FORN-0087,286616.96,6,False,Habilitado
EAP-2025-00561,FORN-0060,410990.59,7,False,Habilitado
EAP-2025-00561,FORN-0212,339307.3,8,False,Habilitado
EAP-2022-00562,FORN-0215,434131.27,1,True,Habilitado
EAP-2022-00562,FORN-0090,523446.46,2,False,Habilitado
EAP-2022-00562,FORN-0164,542408.13,3,False,Inabilitado
EAP-2022-00562,FORN-0177,595721.94,4,False,Habilitado
EAP-2024-00563,,438872.21,1,False,Habilitado
EAP-2024-00563,FORN-0234,508541.46,2,False,Habilitado
EAP-2024-00563,FORN-0293,407903.07,3,False,Habilitado
EAP-2024-00563,FORN-0101,456844.97,4,False,Habilitado
EAP-2023-00564,,218920.93,1,False,Habilitado
EAP-2023-00564,FORN-0035,193551.31,2,False,Habilitado
EAP-2023-00564,FORN-0289,181188.9,3,False,Habilitado
EAP-2023-00564,FORN-0075,220973.22,4,False,Habilitado
EAP-2023-00564,FORN-0131,220843.14,5,False,Habilitado
EAP-2023-00564,FORN-0232,181545.45,6,False,Inabilitado
EAP-2023-00564,FORN-0138,205692.43,7,False,Habilitado
EAP-2024-00565,,298631.76,1,False,Inabilitado
EAP-2024-00565,FORN-0218,379867.97,2,False,Habilitado
EAP-2024-00565,FORN-0076,277226.87,3,False,Habilitado
EAP-2024-00565,FORN-0182,315622.29,4,False,Inabilitado
EAP-2024-00565,FORN-0202,349096.81,5,False,Habilitado
EAP-2024-00565,FORN-0238,375359.17,6,False,Inabilitado
EAP-2022-00566,FORN-0103,798381.02,1,True,Habilitado
EAP-2022-00566,FORN-0107,878849.59,2,False,Habilitado
EAP-2022-00566,FORN-0016,954072.1,3,False,Habilitado
EAP-2022-00566,FORN-0008,673721.08,4,False,Habilitado
EAP-2022-00566,FORN-0279,970685.87,5,False,Habilitado
EAP-2025-00567,FORN-0047,95272.38,1,True,Inabilitado
EAP-2025-00567,FORN-0296,122581.92,2,False,Habilitado
EAP-2025-00567,FORN-0086,102693.97,3,False,Habilitado
EAP-2025-00567,FORN-0130,108438.59,4,False,Habilitado
EAP-2022-00568,FORN-0213,1300785.72,1,True,Habilitado
EAP-2022-00568,FORN-0057,1283618.53,2,False,Habilitado
EAP-2022-00568,FORN-0021,1499935.83,3,False,Habilitado
EAP-2022-00568,FORN-0242,1333568.95,4,False,Habilitado
EAP-2022-00568,FORN-0268,1192419.46,5,False,Habilitado
EAP-2024-00569,FORN-0004,99082.57,1,True,Habilitado
EAP-2024-00569,FORN-0149,94195.53,2,False,Habilitado
EAP-2024-00569,FORN-0279,110631.84,3,False,Habilitado
EAP-2025-00570,FORN-0048,520473.17,1,True,Habilitado
EAP-2025-00570,FORN-0033,449202.35,2,False,Habilitado
EAP-2025-00570,FORN-0230,482627.91,3,False,Habilitado
EAP-2025-00570,FORN-0012,521017.98,4,False,Habilitado
EAP-2025-00570,FORN-0282,589135.86,5,False,Habilitado
EAP-2025-00570,FORN-0152,587766.41,6,False,Habilitado
EAP-2025-00570,FORN-0071,615429.15,7,False,Habilitado
EAP-2025-00570,FORN-0279,464768.47,8,False,Inabilitado
EAP-2025-00571,FORN-0283,352300.42,1,True,Habilitado
EAP-2025-00571,FORN-0168,469207.96,2,False,Habilitado
EAP-2025-00571,FORN-0034,387628.66,3,False,Habilitado
EAP-2025-00571,FORN-0081,426633.55,4,False,Habilitado
EAP-2025-00571,FORN-0181,447586.83,5,False,Habilitado
EAP-2025-00571,FORN-0170,400447.0,6,False,Habilitado
EAP-2025-00571,FORN-0047,472976.35,7,False,Habilitado
EAP-2025-00571,FORN-0010,500746.67,8,False,Habilitado
EAP-2024-00572,FORN-0157,219585.45,1,True,Inabilitado
EAP-2024-00572,FORN-0220,265872.68,2,False,Habilitado
EAP-2025-00573,,171917.79,1,False,Habilitado
EAP-2022-00574,FORN-0102,118903.6,1,True,Habilitado
EAP-2022-00574,FORN-0006,144285.76,2,False,Habilitado
EAP-2022-00574,FORN-0232,156924.3,3,False,Habilitado
EAP-2022-00574,FORN-0069,134584.19,4,False,Habilitado
EAP-2022-00575,,10234.4,1,False,Habilitado
EAP-2022-00575,FORN-0002,10334.18,2,False,Habilitado
EAP-2022-00575,FORN-0098,10945.21,3,False,Habilitado
EAP-2022-00575,FORN-0140,8993.69,4,False,Habilitado
EAP-2022-00575,FORN-0073,9145.56,5,False,Habilitado
EAP-2022-00575,FORN-0141,10218.06,6,False,Habilitado
EAP-2022-00575,FORN-0102,10515.24,7,False,Habilitado
EAP-2022-00575,FORN-0234,9248.35,8,False,Inabilitado
EAP-2024-00576,FORN-0013,445187.78,1,True,Habilitado
EAP-2024-00576,FORN-0213,574485.5,2,False,Habilitado
EAP-2024-00576,FORN-0203,523066.61,3,False,Inabilitado
EAP-2022-00577,FORN-0018,2297009.4,1,True,Habilitado
EAP-2022-00577,FORN-0198,2755544.27,2,False,Habilitado
EAP-2022-00577,FORN-0286,2814029.85,3,False,Habilitado
EAP-2022-00577,FORN-0242,3468728.39,4,False,Habilitado
EAP-2022-00577,FORN-0157,2884330.7,5,False,Inabilitado
EAP-2023-00578,FORN-0260,302007.35,1,True,Inabilitado
EAP-2023-00579,FORN-0013,302165.6,1,True,Habilitado
EAP-2023-00579,FORN-0051,286933.23,2,False,Habilitado
EAP-2023-00579,FORN-0224,340690.04,3,False,Habilitado
EAP-2023-00580,FORN-0260,85141.23,1,True,Habilitado
EAP-2023-00580,FORN-0148,101313.39,2,False,Habilitado
EAP-2023-00581,FORN-0242,95953.93,1,True,Habilitado
EAP-2023-00581,FORN-0015,124436.51,2,False,Habilitado
EAP-2023-00581,FORN-0052,91974.01,3,False,Habilitado
EAP-2025-00582,FORN-0272,204955.12,1,True,Habilitado
EAP-2023-00583,,26194.69,1,False,Habilitado
EAP-2023-00583,FORN-0088,28239.04,2,False,Habilitado
EAP-2023-00583,FORN-0265,26143.7,3,False,Habilitado
EAP-2022-00584,FORN-0225,124737.8,1,True,Habilitado
EAP-2022-00584,FORN-0004,114800.25,2,False,Habilitado
EAP-2022-00584,FORN-0163,136585.74,3,False,Habilitado
EAP-2022-00584,FORN-0010,135055.85,4,False,Habilitado
EAP-2022-00584,FORN-0209,106649.57,5,False,Habilitado
EAP-2022-00584,FORN-0294,106680.39,6,False,Habilitado
EAP-2022-00584,FORN-0213,117745.63,7,False,Habilitado
EAP-2022-00584,FORN-0051,126650.25,8,False,Habilitado
EAP-2022-00584,FORN-0100,120024.05,9,False,Habilitado
EAP-2022-00584,FORN-0063,135962.87,10,False,Habilitado
EAP-2022-00584,FORN-0169,125125.61,11,False,Inabilitado
EAP-2022-00584,FORN-0084,141282.67,12,False,Habilitado
EAP-2025-00585,FORN-0041,362974.32,1,True,Habilitado
EAP-2025-00585,FORN-0121,409723.01,2,False,Habilitado
EAP-2025-00585,FORN-0180,419805.89,3,False,Inabilitado
EAP-2025-00585,FORN-0139,411316.05,4,False,Habilitado
EAP-2025-00585,FORN-0030,412681.22,5,False,Habilitado
EAP-2025-00585,FORN-0157,388353.33,6,False,Habilitado
EAP-2025-00585,FORN-0255,334552.43,7,False,Habilitado
EAP-2025-00585,FORN-0208,376249.33,8,False,Inabilitado
EAP-2023-00586,FORN-0237,851283.92,1,True,Habilitado
EAP-2023-00586,FORN-0167,728392.53,2,False,Habilitado
EAP-2023-00586,FORN-0164,946372.76,3,False,Habilitado
EAP-2023-00586,FORN-0260,1043306.48,4,False,Habilitado
EAP-2023-00586,FORN-0223,861314.43,5,False,Habilitado
EAP-2023-00586,FORN-0093,786649.99,6,False,Habilitado
EAP-2023-00586,FORN-0238,723388.89,7,False,Habilitado
EAP-2023-00586,FORN-0229,1001188.5,8,False,Habilitado
EAP-2024-00587,FORN-0203,234501.16,1,True,Habilitado
EAP-2024-00587,FORN-0011,243493.31,2,False,Inabilitado
EAP-2024-00587,FORN-0131,292758.96,3,False,Habilitado
EAP-2024-00587,FORN-0184,281207.43,4,False,Habilitado
EAP-2024-00587,FORN-0274,345597.72,5,False,Habilitado
EAP-2024-00587,FORN-0260,290206.6,6,False,Habilitado
EAP-2024-00587,FORN-0004,331743.71,7,False,Inabilitado
EAP-2024-00587,FORN-0242,342499.63,8,False,Habilitado
EAP-2024-00587,FORN-0061,259209.58,9,False,Habilitado
EAP-2024-00587,FORN-0279,277263.91,10,False,Inabilitado
EAP-2024-00587,FORN-0222,341528.76,11,False,Habilitado
EAP-2025-00588,,436314.71,1,False,Habilitado
EAP-2025-00588,FORN-0093,398616.32,2,False,Habilitado
