eap_id,eap_padrao,categoria_contratacao,modalidade,tipo_servico,objeto_resumido,unidade_demandante,valor_estimado,valor_contratado,dt_abertura,dt_assinatura,prazo_total_dias,num_etapas,fornecedor_vencedor_id,fornecedor_vencedor_nome,num_participantes,tem_intercorrencia,tipo_intercorrencia,status,urgencia,complexidade
EAP-2023-00259,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DILOG,DILOG,414707.86,374957.56,2023-09-17,2024-01-06,111.0,10,FORN-0192,Global Gestão Ltda,7,False,,Concluído,Normal,Média
EAP-2022-00260,ARP Engenharia,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para DIMAC,DIMAC,433242.86,307525.02,2022-04-02,,,10,,,5,False,,Em Andamento,Normal,Alta
EAP-2024-00261,Contratação de Serviços,Licitação,Licitação Eletrônica,Material de Escritório,Contratação de material de escritório para CENOP-RJ,CENOP-RJ,87399.51,79762.07,2024-02-12,,,10,,,2,False,,Em Andamento,Urgente,Média
EAP-2024-00262,ARP Bens,Licitação,Licitação Eletrônica,Consultoria - Gestão,Contratação de consultoria - gestão para DIMAP,DIMAP,130693.92,101893.55,2024-07-10,2024-09-26,78.0,10,FORN-0196,Sul Administração S.A.,10,False,,Concluído,Normal,Média
EAP-2025-00263,Contratação de Serviços,Licitação,Licitação Eletrônica,Consultoria - Jurídica,Contratação de consultoria - jurídica para SUREF-DF,SUREF-DF,81458.51,60362.07,2025-07-01,2025-10-03,94.0,10,FORN-0003,Sul Serviços ME,11,False,,Concluído,Normal,Média
EAP-2022-00264,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para SUREF-MG,SUREF-MG,701081.19,565487.21,2022-04-04,2022-07-13,100.0,10,FORN-0046,Oeste Tecnologia Eireli,7,False,,Concluído,Urgente,Média
EAP-2025-00265,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-RS,SUREF-RS,146328.42,130236.25,2025-07-14,2025-07-29,15.0,6,FORN-0032,Ultra Telecomunicações Ltda,2,False,,Concluído,Normal,Baixa
EAP-2025-00266,Contratação de Serviços,Licitação,Licitação Eletrônica,Treinamento e Capacitação,Contratação de treinamento e capacitação para SUREF-PR,SUREF-PR,25712.71,18962.02,2025-01-14,2025-04-19,95.0,10,FORN-0095,Pro Soluções Ltda,8,False,,Concluído,Urgente,Média
EAP-2022-00267,Inexigibilidade,Inexigibilidade,Inexigibilidade,Consultoria - Jurídica,Contratação de consultoria - jurídica para DITEC,DITEC,450744.86,388917.87,2022-09-04,,,5,,,1,False,,Em Andamento,Normal,Alta
EAP-2023-00268,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Consultoria - Gestão,Contratação de consultoria - gestão para DIPES,DIPES,91990.11,83179.15,2023-02-26,2023-03-22,24.0,6,FORN-0228,Ultra Transporte EPP,2,False,,Concluído,Normal,Média
EAP-2024-00269,Contratação de Serviços,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DISEC,DISEC,207943.59,,2024-04-02,,,10,,,7,False,,Cancelado,Normal,Média
EAP-2024-00270,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Seguros,Contratação de seguros para CENOP-RECIFE,CENOP-RECIFE,110739.52,97799.52,2024-12-17,2025-01-18,32.0,6,FORN-0026,Ultra Transporte ME,1,False,,Concluído,Normal,Baixa
EAP-2023-00271,Contratação de Serviços,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DIRES,DIRES,191544.43,173605.77,2023-01-10,2023-04-21,101.0,10,FORN-0056,Elite Consultoria ME,5,False,,Concluído,Emergencial,Média
EAP-2025-00272,Contratação de Serviços,Licitação,Licitação Eletrônica,Seguros,Contratação de seguros para DILOG,DILOG,20370.73,18631.47,2025-06-12,,,10,,,6,True,Impugnação ao Edital,Suspenso,Normal,Média
EAP-2022-00273,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Limpeza,Contratação de facilities - limpeza para DICRE,DICRE,470995.26,421906.19,2022-09-05,2022-12-08,94.0,6,FORN-0269,Global Construções ME,1,True,Questionamento de Preço,Concluído,Urgente,Média
EAP-2023-00274,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Licenciamento,Contratação de ti - licenciamento para DIREO,DIREO,245610.6,243571.43,2023-07-06,2023-09-10,66.0,6,FORN-0003,Sul Serviços ME,1,True,Revisão de Justificativa,Concluído,Normal,Média
EAP-2022-00275,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DIJUR,DIJUR,51488.86,38541.24,2022-02-08,2022-04-24,75.0,10,FORN-0052,Nacional Soluções EPP,8,False,,Concluído,Normal,Média
EAP-2022-00276,Inexigibilidade,Inexigibilidade,Inexigibilidade,Engenharia - Obras,Contratação de engenharia - obras para CENOP-RJ,CENOP-RJ,113065.1,96760.28,2022-09-15,2022-10-21,36.0,5,FORN-0015,Fast Limpeza Eireli,1,False,,Concluído,Urgente,Média
EAP-2022-00277,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para CENOP-RJ,CENOP-RJ,251728.11,220998.66,2022-10-19,2023-01-03,76.0,10,FORN-0276,Super Logística ME,9,False,,Concluído,Emergencial,Alta
EAP-2024-00278,ARP Bens,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para SUREF-MG,SUREF-MG,1601835.35,1425944.53,2024-07-14,2024-11-20,129.0,10,FORN-0006,Smart Segurança S.A.,7,True,Questionamento de Preço,Concluído,Normal,Alta
EAP-2022-00279,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para DITEC,DITEC,42906.05,32033.49,2022-05-04,2022-09-10,129.0,10,FORN-0004,Express Telecomunicações S.A.,7,False,,Concluído,Normal,Alta
EAP-2023-00280,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DIGER,DIGER,389669.52,305749.53,2023-12-21,2024-04-17,118.0,10,FORN-0218,Top Sistemas EPP,6,True,Inabilitação de Licitante,Concluído,Normal,Média
EAP-2022-00281,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Engenharia - Obras,Contratação de engenharia - obras para DIGER,DIGER,161489.36,137642.82,2022-10-14,2022-11-09,26.0,6,FORN-0108,Omega Manutenção S.A.,3,False,,Concluído,Normal,Alta
EAP-2025-00282,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para DISEC,DISEC,34734.78,32345.01,2025-10-28,2026-01-31,95.0,10,FORN-0232,Super Infraestrutura EPP,9,False,,Concluído,Normal,Média
EAP-2025-00283,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Engenharia - Manutenção,Contratação de engenharia - manutenção para DISEC,DISEC,148405.34,131509.49,2025-05-12,,,6,,,3,False,,Em Andamento,Normal,Baixa
EAP-2025-00284,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DITEC,DITEC,1296648.1,1129993.22,2025-02-12,2025-06-09,117.0,10,FORN-0202,Pro Limpeza S.A.,4,False,,Concluído,Normal,Média
EAP-2025-00285,ARP Bens,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-BA,SUREF-BA,628327.85,453375.46,2025-08-26,2025-12-29,125.0,10,FORN-0032,Ultra Telecomunicações Ltda,5,True,Impugnação ao Edital,Concluído,Normal,Alta
EAP-2025-00286,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Material de Escritório,Contratação de material de escritório para CENOP-DF,CENOP-DF,184072.31,183565.05,2025-05-16,2025-06-28,43.0,6,FORN-0001,Express Engenharia Ltda,2,False,,Concluído,Normal,Média
EAP-2022-00287,Contratação de Serviços,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para DICOM,DICOM,9942.53,6982.0,2022-02-10,2022-05-21,100.0,10,FORN-0007,Fast Transporte Eireli,10,False,,Concluído,Normal,Média
EAP-2022-00288,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DICOM,DICOM,270776.3,256515.03,2022-07-04,2022-09-25,83.0,10,FORN-0295,Prime Digital ME,6,False,,Concluído,Normal,Baixa
EAP-2024-00289,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Consultoria - Gestão,Contratação de consultoria - gestão para SUREF-SP,SUREF-SP,317085.79,304288.89,2024-01-14,2024-04-04,81.0,6,FORN-0086,Beta Consultoria Ltda,2,True,Revisão de Justificativa,Concluído,Emergencial,Média
EAP-2023-00290,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Limpeza,Contratação de facilities - limpeza para DIREO,DIREO,240327.08,236260.86,2023-07-23,2023-08-18,26.0,6,FORN-0138,Elite Infraestrutura ME,1,False,,Concluído,Normal,Baixa
EAP-2022-00291,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Marketing e Comunicação,Contratação de marketing e comunicação para DIMAC,DIMAC,951349.14,933849.83,2022-09-18,2022-10-16,28.0,6,FORN-0127,Ultra Administração EPP,1,False,,Concluído,Normal,Baixa
EAP-2025-00292,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para CENOP-RECIFE,CENOP-RECIFE,993022.25,,2025-11-20,,,10,,,11,False,,Cancelado,Normal,Média
EAP-2025-00293,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DICRE,DICRE,3532837.13,2661566.16,2025-08-05,2025-11-26,113.0,10,FORN-0276,Super Logística ME,8,False,,Concluído,Urgente,Média
EAP-2023-00294,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DICRE,DICRE,156632.78,114523.18,2023-07-16,2023-12-08,145.0,10,FORN-0207,Beta Gestão Eireli,6,True,Inabilitação de Licitante,Concluído,Urgente,Alta
EAP-2024-00295,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DIJUR,DIJUR,10502991.12,8197860.49,2024-05-10,2024-09-15,128.0,10,FORN-0177,Sigma Gestão S.A.,5,False,,Concluído,Normal,Baixa
EAP-2022-00296,ARP Bens,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para SUREF-RS,SUREF-RS,592194.52,542571.13,2022-02-21,2022-05-02,70.0,10,FORN-0298,Top Infraestrutura Eireli,6,False,,Concluído,Normal,Baixa
EAP-2023-00297,ARP Bens,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DIJUR,DIJUR,109827.38,77465.26,2023-02-08,2023-05-28,109.0,10,FORN-0032,Ultra Telecomunicações Ltda,11,True,Suspensão Judicial,Concluído,Normal,Média
EAP-2025-00298,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Marketing e Comunicação,Contratação de marketing e comunicação para DITEC,DITEC,51619.55,51584.67,2025-04-28,,,6,,,2,False,,Em Andamento,Normal,Média
EAP-2023-00299,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DILOG,DILOG,2662055.06,2364433.9,2023-11-15,2024-04-26,163.0,10,FORN-0182,Max Soluções Ltda,6,True,Recurso Administrativo,Concluído,Urgente,Média
EAP-2022-00300,Inexigibilidade,Inexigibilidade,Inexigibilidade,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-RS,SUREF-RS,280243.21,278782.86,2022-09-13,2022-10-05,22.0,5,FORN-0010,Master Soluções EPP,1,False,,Concluído,Normal,Alta
EAP-2022-00301,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para SUREF-PE,SUREF-PE,571482.66,468490.91,2022-05-14,2022-08-20,98.0,10,FORN-0229,Mega Construções EPP,8,True,Questionamento de Preço,Concluído,Normal,Média
EAP-2024-00302,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Consultoria - Gestão,Contratação de consultoria - gestão para SUREF-MG,SUREF-MG,285957.21,,2024-02-21,,,6,,,2,False,,Cancelado,Normal,Média
EAP-2024-00303,ARP Bens,Licitação,Licitação Eletrônica,Logística - Armazenagem,Contratação de logística - armazenagem para DITEC,DITEC,259799.41,218967.72,2024-07-17,,,10,,,6,False,,Suspenso,Normal,Alta
EAP-2022-00304,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para CENOP-RJ,CENOP-RJ,239612.66,190122.22,2022-02-23,2022-05-23,89.0,10,FORN-0160,Max Serviços Eireli,10,False,,Concluído,Normal,Baixa
EAP-2022-00305,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Vigilância,Contratação de facilities - vigilância para SUREF-PE,SUREF-PE,80642.47,,2022-05-19,,,6,,,3,False,,Cancelado,Normal,Média
EAP-2024-00306,ARP Bens,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIOPE,DIOPE,7485738.22,5600808.76,2024-05-12,2024-07-31,80.0,10,FORN-0043,Ultra Manutenção Eireli,4,False,,Concluído,Urgente,Baixa
EAP-2025-00307,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para DIRIS,DIRIS,270105.32,256493.4,2025-04-12,,,10,,,8,False,,Em Andamento,Urgente,Média
EAP-2023-00308,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-MG,SUREF-MG,242739.12,240124.29,2023-09-25,2023-10-19,24.0,6,FORN-0266,Omega Tecnologia Ltda,1,False,,Concluído,Normal,Média
EAP-2023-00309,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Infraestrutura,Contratação de ti - infraestrutura para DILOG,DILOG,869014.54,749349.87,2023-05-02,2023-05-21,19.0,6,FORN-0068,Net Gestão Eireli,2,False,,Concluído,Emergencial,Média
EAP-2022-00310,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Logística - Transporte,Contratação de logística - transporte para DICOM,DICOM,280492.62,253618.92,2022-05-21,2022-07-02,42.0,6,FORN-0170,Prime Gestão ME,2,False,,Concluído,Urgente,Média
EAP-2023-00311,Inexigibilidade,Inexigibilidade,Inexigibilidade,TI - Infraestrutura,Contratação de ti - infraestrutura para DISEC,DISEC,732237.7,646351.42,2023-11-05,2023-12-07,32.0,5,FORN-0267,Top Manutenção EPP,1,False,,Concluído,Urgente,Média
EAP-2025-00312,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DITEC,DITEC,350751.27,258048.33,2025-08-01,2025-10-20,80.0,10,FORN-0227,Tech Soluções Ltda,11,False,,Concluído,Normal,Média
EAP-2023-00313,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para CENOP-SP,CENOP-SP,1599207.09,1356684.99,2023-11-10,2024-01-31,82.0,10,FORN-0268,Fast Sistemas Eireli,6,False,,Concluído,Emergencial,Média
EAP-2024-00314,ARP Bens,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIMAC,DIMAC,1231976.27,1060540.06,2024-01-03,2024-04-16,104.0,10,FORN-0057,Sigma Administração Ltda,4,True,Recurso Administrativo,Concluído,Normal,Alta
EAP-2022-00315,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIOPE,DIOPE,692828.71,543986.91,2022-03-31,2022-06-26,87.0,10,FORN-0094,Nacional Administração S.A.,5,False,,Concluído,Normal,Alta
EAP-2022-00316,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-CE,SUREF-CE,198802.05,183978.69,2022-12-23,2023-03-29,96.0,10,FORN-0006,Smart Segurança S.A.,1,False,,Concluído,Normal,Baixa
EAP-2022-00317,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Consultoria - Gestão,Contratação de consultoria - gestão para DIREO,DIREO,29708.72,28241.23,2022-02-12,,,6,,,1,False,,Em Andamento,Normal,Alta
EAP-2024-00318,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para DIRIS,DIRIS,134704.95,98095.29,2024-07-23,,,10,,,10,False,,Em Andamento,Urgente,Alta
EAP-2024-00319,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para SUREF-PR,SUREF-PR,167596.93,121557.41,2024-06-07,2024-10-30,145.0,10,FORN-0099,Fast Engenharia ME,8,True,Certame Deserto,Concluído,Normal,Média
EAP-2025-00320,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Seguros,Contratação de seguros para DISEC,DISEC,184482.16,180375.54,2025-05-12,2025-06-06,25.0,6,FORN-0022,Smart Gestão Ltda,3,False,,Concluído,Urgente,Média
EAP-2025-00321,ARP Engenharia,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para CENOP-RECIFE,CENOP-RECIFE,18430.91,14571.0,2025-01-01,,,10,,,12,False,,Suspenso,Normal,Média
EAP-2022-00322,ARP Bens,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para CENOP-RECIFE,CENOP-RECIFE,235685.02,197504.31,2022-09-16,,,10,,,7,False,,Em Andamento,Normal,Baixa
EAP-2025-00323,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para SUREF-SP,SUREF-SP,112151.63,85806.99,2025-09-20,2025-12-22,93.0,10,FORN-0177,Sigma Gestão S.A.,7,False,,Concluído,Urgente,Média
EAP-2024-00324,ARP Engenharia,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para SUREF-RJ,SUREF-RJ,44338.37,37290.25,2024-02-06,2024-05-21,105.0,10,FORN-0161,Leste Infraestrutura Eireli,6,False,,Concluído,Normal,Média
EAP-2024-00325,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-SP,SUREF-SP,302352.21,245497.84,2024-10-10,2025-02-15,128.0,10,FORN-0267,Top Manutenção EPP,6,False,,Concluído,Normal,Baixa
EAP-2023-00326,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Licenciamento,Contratação de ti - licenciamento para DIJUR,DIJUR,103054.11,95949.57,2023-02-20,2023-03-27,35.0,6,FORN-0003,Sul Serviços ME,1,False,,Concluído,Normal,Média
EAP-2025-00327,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para DIGER,DIGER,70227.17,64500.68,2025-03-16,2025-07-09,115.0,10,FORN-0004,Express Telecomunicações S.A.,7,True,Revisão de Edital,Concluído,Normal,Baixa
EAP-2023-00328,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DIMAC,DIMAC,239126.17,221285.28,2023-08-28,,,10,,,10,False,,Suspenso,Normal,Média
EAP-2024-00329,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Limpeza,Contratação de facilities - limpeza para DISEC,DISEC,51914.1,48804.5,2024-05-22,2024-06-29,38.0,6,FORN-0195,Central Tecnologia Eireli,1,False,,Concluído,Normal,Baixa
EAP-2023-00330,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DIJUR,DIJUR,253142.8,228100.16,2023-06-28,2023-10-20,114.0,10,FORN-0209,Tech Limpeza ME,4,False,,Concluído,Normal,Média
EAP-2023-00331,Contratação de Serviços,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para CENOP-RJ,CENOP-RJ,111150.01,97021.63,2023-07-21,2023-10-23,94.0,10,FORN-0007,Fast Transporte Eireli,2,False,,Concluído,Normal,Baixa
EAP-2025-00332,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DILOG,DILOG,231404.03,169207.2,2025-01-23,2025-07-21,179.0,10,FORN-0107,Master Digital EPP,7,True,Certame Fracassado,Concluído,Normal,Média
EAP-2023-00333,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para CENOP-RECIFE,CENOP-RECIFE,51410.05,39921.89,2023-07-17,2023-11-09,115.0,10,FORN-0279,Premium Manutenção S.A.,7,True,Pedido de Esclarecimento,Concluído,Urgente,Baixa
EAP-2023-00334,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Recepção,Contratação de facilities - recepção para DIRIS,DIRIS,307585.33,248927.84,2023-08-01,2023-11-05,96.0,10,FORN-0207,Beta Gestão Eireli,7,False,,Concluído,Urgente,Alta
EAP-2025-00335,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para CENOP-SP,CENOP-SP,211445.87,164721.97,2025-09-04,2026-02-15,164.0,10,FORN-0204,Norte Telecomunicações EPP,7,True,Inabilitação de Licitante,Concluído,Normal,Média
EAP-2024-00336,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Infraestrutura,Contratação de ti - infraestrutura para DICOM,DICOM,2349488.08,2211418.62,2024-08-29,2024-09-22,24.0,6,FORN-0189,Sol Telecomunicações Ltda,1,False,,Concluído,Normal,Média
EAP-2022-00337,ARP Bens,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para CENOP-RJ,CENOP-RJ,57414.93,50300.67,2022-06-25,2022-10-10,107.0,10,FORN-0240,Smart Transporte EPP,7,True,Diligência TCU,Concluído,Normal,Baixa
EAP-2022-00338,ARP Bens,Licitação,Licitação Eletrônica,Treinamento e Capacitação,Contratação de treinamento e capacitação para CENOP-RECIFE,CENOP-RECIFE,307479.6,234626.66,2022-09-20,,,10,,,8,False,,Em Andamento,Urgente,Alta
EAP-2023-00339,ARP Engenharia,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DISEC,DISEC,37256.41,32125.07,2023-04-07,2023-08-19,134.0,10,FORN-0292,Pro Segurança S.A.,4,False,,Concluído,Normal,Média
EAP-2025-00340,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Segurança Patrimonial,Contratação de segurança patrimonial para DITEC,DITEC,10286.25,9899.62,2025-03-08,2025-04-25,48.0,6,FORN-0007,Fast Transporte Eireli,3,False,,Concluído,Normal,Alta
EAP-2025-00341,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DISEC,DISEC,110564.94,100330.24,2025-03-09,,,10,,,8,False,,Em Andamento,Normal,Média
EAP-2023-00342,ARP Bens,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DIGER,DIGER,214957.98,185481.38,2023-02-23,2023-05-16,82.0,10,FORN-0177,Sigma Gestão S.A.,6,False,,Concluído,Normal,Baixa
EAP-2024-00343,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-RS,SUREF-RS,522693.38,430492.12,2024-07-13,2024-11-14,124.0,10,FORN-0052,Nacional Soluções EPP,7,False,,Concluído,Normal,Média
EAP-2025-00344,ARP Engenharia,Licitação,Licitação Eletrônica,Consultoria - Jurídica,Contratação de consultoria - jurídica para DILOG,DILOG,168522.84,141078.57,2025-11-12,2026-03-23,131.0,10,FORN-0043,Ultra Manutenção Eireli,7,True,Certame Fracassado,Concluído,Urgente,Média
EAP-2024-00345,ARP Bens,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DICOM,DICOM,1276814.13,1250161.91,2024-12-09,2025-03-16,97.0,10,FORN-0062,Delta Gestão Ltda,3,True,Impugnação ao Edital,Concluído,Normal,Alta
EAP-2022-00346,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para DIGER,DIGER,601652.61,538536.39,2022-11-18,2023-04-01,134.0,10,FORN-0200,Net Telecomunicações ME,8,True,Diligência TCU,Concluído,Emergencial,Alta
EAP-2023-00347,ARP Bens,Licitação,Licitação Eletrônica,Logística - Armazenagem,Contratação de logística - armazenagem para DIRES,DIRES,37415.68,30482.91,2023-02-26,2023-05-25,88.0,10,FORN-0244,Fast Telecomunicações Eireli,8,False,,Concluído,Normal,Média
EAP-2025-00348,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DIRIS,DIRIS,166307.58,154901.73,2025-11-03,2026-02-12,101.0,10,FORN-0034,Master Sistemas EPP,9,False,,Concluído,Normal,Alta
EAP-2023-00349,Inexigibilidade,Inexigibilidade,Inexigibilidade,Consultoria - Gestão,Contratação de consultoria - gestão para SUREF-PR,SUREF-PR,371999.37,351406.07,2023-05-21,2023-06-18,28.0,5,FORN-0236,Nacional Infraestrutura S.A.,1,False,,Concluído,Normal,Baixa
EAP-2023-00350,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIMAC,DIMAC,494985.53,476337.56,2023-08-13,2023-09-06,24.0,6,FORN-0275,Max Engenharia ME,3,False,,Concluído,Normal,Baixa
EAP-2022-00351,ARP Bens,Licitação,Licitação Eletrônica,Consultoria - Jurídica,Contratação de consultoria - jurídica para SUREF-PR,SUREF-PR,35913.24,26910.88,2022-12-25,2023-05-02,128.0,10,FORN-0003,Sul Serviços ME,4,True,Pedido de Esclarecimento,Concluído,Normal,Média
EAP-2023-00352,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-DF,SUREF-DF,909140.78,783321.63,2023-01-11,2023-02-20,40.0,6,FORN-0029,Delta Gestão S.A.,1,False,,Concluído,Normal,Alta
EAP-2025-00353,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DIPES,DIPES,241437.61,178572.34,2025-07-10,2025-10-11,93.0,10,FORN-0031,Norte Logística Eireli,6,False,,Concluído,Normal,Média
EAP-2024-00354,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para DICOM,DICOM,1269485.29,1152167.27,2024-10-07,2025-01-11,96.0,10,FORN-0003,Sul Serviços ME,3,False,,Concluído,Normal,Média
EAP-2022-00355,ARP Engenharia,Licitação,Licitação Eletrônica,Material de Escritório,Contratação de material de escritório para CENOP-SP,CENOP-SP,40740.98,32579.37,2022-08-04,2022-11-23,111.0,10,FORN-0210,Leste Telecomunicações EPP,4,False,,Concluído,Normal,Baixa
EAP-2022-00356,ARP Bens,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-RJ,SUREF-RJ,159870.71,118491.92,2022-04-02,2022-07-17,106.0,10,FORN-0164,Prime Soluções Eireli,7,True,Questionamento de Preço,Concluído,Urgente,Média
EAP-2022-00357,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DITEC,DITEC,50774.56,47295.12,2022-10-07,2023-01-17,102.0,10,FORN-0249,Leste Consultoria Ltda,7,False,,Concluído,Normal,Baixa
